LAPS,TIME,GAP,INT.,KPH,BEST,LAP,POS,CAR,PILOT NAME,TEAM,CIRCUIT,TYPE,ROUND,DATE
20,48:20.982,25.495,4.926,152.923,1:45.877,17.0,14.0,14,O. Caldwell,Campos Racing,Jeddah,Sprint Race,Round 2 ,2022-03-27
20,48:29.941,14.454,0.934,153.507,1:44.626,17.0,15.0,15,R. Boschung,Campos Racing,Jeddah,Sprint Race,Round 2 ,2022-03-27
20,48:46.982,51.495,26.000,151.564,1:44.702,20.0,16.0,1,D. Hauger,PREMA Racing,Jeddah,Sprint Race,Round 2 ,2022-03-27
25,40:50.545,-,-,179.97,1:29.286,12.0,1.0,7,M. Armstrong,Hitech Grand Prix,Imola,Sprint Race,Round 3 ,2022-04-24
25,40:51.976,1.431,1.431,179.865,1:29.196,9.0,2.0,2,J. Daruvala,PREMA Racing,Imola,Sprint Race,Round 3 ,2022-04-24
25,40:52.788,2.243,0.812,179.805,1:29.106,12.0,3.0,1,D. Hauger,PREMA Racing,Imola,Sprint Race,Round 3 ,2022-04-24
25,40:53.348,2.803,0.560,179.764,1:29.263,20.0,4.0,16,R. Nissany,DAMS,Imola,Sprint Race,Round 3 ,2022-04-24
25,40:57.590,7.045,4.242,179.454,1:29.344,17.0,5.0,11,F. Drugovich,MP Motorsport,Imola,Sprint Race,Round 3 ,2022-04-24
25,41:00.366,9.821,2.776,179.251,1:29.423,17.0,6.0,6,L. Sargeant,Carlin,Imola,Sprint Race,Round 3 ,2022-04-24
25,41:02.917,12.372,2.551,179.066,1:29.447,17.0,7.0,10,T. Pourchaire,ART Grand Prix,Imola,Sprint Race,Round 3 ,2022-04-24
25,41:03.371,12.826,0.454,179.033,1:29.505,17.0,8.0,5,L. Lawson,Carlin,Imola,Sprint Race,Round 3 ,2022-04-24
25,41:03.981,13.436,0.610,178.988,1:29.456,14.0,9.0,17,A. Iwasa,DAMS,Imola,Sprint Race,Round 3 ,2022-04-24
25,41:08.259,17.714,4.278,178.678,1:29.609,14.0,10.0,9,F. Vesti,ART Grand Prix,Imola,Sprint Race,Round 3 ,2022-04-24
25,41:10.724,20.179,2.465,178.5,1:29.403,12.0,11.0,3,J. Doohan,Virtuosi Racing,Imola,Sprint Race,Round 3 ,2022-04-24
25,41:11.604,21.059,0.880,178.436,1:29.597,14.0,12.0,22,E. Fittipaldi,Charouz Racing System,Imola,Sprint Race,Round 3 ,2022-04-24
25,41:12.038,21.493,0.434,178.405,1:29.309,14.0,13.0,20,R. Verschoor,Trident,Imola,Sprint Race,Round 3 ,2022-04-24
25,41:13.487,22.942,1.449,178.3,1:29.511,15.0,14.0,21,C. Williams,Trident,Imola,Sprint Race,Round 3 ,2022-04-24
25,41:13.820,23.275,0.333,178.276,1:28.841,12.0,15.0,8,J. Vips,Hitech Grand Prix,Imola,Sprint Race,Round 3 ,2022-04-24
25,41:14.761,24.216,0.941,178.209,1:29.893,12.0,16.0,4,M. Sato,Virtuosi Racing,Imola,Sprint Race,Round 3 ,2022-04-24
25,41:15.182,24.637,0.421,178.178,1:29.663,15.0,17.0,14,O. Caldwell,Campos Racing,Imola,Sprint Race,Round 3 ,2022-04-24
25,41:16.401,25.856,1.219,178.091,1:29.643,15.0,18.0,24,J. Hughes,Van Amersfoort Racing,Imola,Sprint Race,Round 3 ,2022-04-24
25,41:16.844,26.299,0.443,178.059,1:29.670,17.0,19.0,12,C. Novalak,MP Motorsport,Imola,Sprint Race,Round 3 ,2022-04-24
26,44:12.635,-,-,164.789,1:35.211,23.0,1.0,11,F. Drugovich,MP Motorsport,Barcelona,Sprint Race,Round 4 ,2022-05-22
26,44:14.744,2.109,2.109,164.658,1:36.162,25.0,2.0,17,A. Iwasa,DAMS,Barcelona,Sprint Race,Round 4 ,2022-05-22
26,44:16.800,4.165,2.056,164.531,1:36.270,21.0,3.0,6,L. Sargeant,Carlin,Barcelona,Sprint Race,Round 4 ,2022-05-22
26,44:21.128,8.493,4.328,164.263,1:36.076,21.0,4.0,2,J. Daruvala,PREMA Racing,Barcelona,Sprint Race,Round 4 ,2022-05-22
26,44:21.886,9.251,0.758,164.216,1:36.288,17.0,5.0,10,T. Pourchaire,ART Grand Prix,Barcelona,Sprint Race,Round 4 ,2022-05-22
26,44:23.116,10.481,1.230,164.14,1:36.004,22.0,6.0,3,J. Doohan,Virtuosi Racing,Barcelona,Sprint Race,Round 4 ,2022-05-22
26,44:29.065,16.430,5.949,163.775,1:36.329,16.0,7.0,9,F. Vesti,ART Grand Prix,Barcelona,Sprint Race,Round 4 ,2022-05-22
26,44:29.891,17.256,0.826,163.724,1:36.158,16.0,8.0,22,E. Fittipaldi,Charouz Racing System,Barcelona,Sprint Race,Round 4 ,2022-05-22
26,44:30.340,17.705,0.449,163.696,1:36.255,17.0,9.0,5,L. Lawson,Carlin,Barcelona,Sprint Race,Round 4 ,2022-05-22
26,44:31.159,18.524,0.819,163.646,1:36.377,19.0,10.0,7,M. Armstrong,Hitech Grand Prix,Barcelona,Sprint Race,Round 4 ,2022-05-22
26,44:37.956,25.321,6.797,163.231,1:36.794,20.0,11.0,20,R. Verschoor,Trident,Barcelona,Sprint Race,Round 4 ,2022-05-22
26,44:38.632,25.997,0.676,163.19,1:36.817,14.0,12.0,1,D. Hauger,PREMA Racing,Barcelona,Sprint Race,Round 4 ,2022-05-22
26,44:39.111,26.476,0.479,163.16,1:36.867,20.0,13.0,14,O. Caldwell,Campos Racing,Barcelona,Sprint Race,Round 4 ,2022-05-22
26,44:41.950,29.315,2.839,162.988,1:35.865,15.0,14.0,12,C. Novalak,MP Motorsport,Barcelona,Sprint Race,Round 4 ,2022-05-22
26,44:44.125,31.490,2.175,162.856,1:36.532,21.0,15.0,16,R. Nissany,DAMS,Barcelona,Sprint Race,Round 4 ,2022-05-22
26,44:46.416,33.781,2.291,162.717,1:36.745,20.0,16.0,21,C. Williams,Trident,Barcelona,Sprint Race,Round 4 ,2022-05-22
26,44:50.071,37.436,3.655,162.496,1:37.177,20.0,17.0,4,M. Sato,Virtuosi Racing,Barcelona,Sprint Race,Round 4 ,2022-05-22
26,45:05.916,53.281,15.845,161.544,1:37.690,4.0,18.0,23,C. Bölükbasi,Charouz Racing System,Barcelona,Sprint Race,Round 4 ,2022-05-22
26,45:18.561,65.926,12.645,160.793,1:36.869,19.0,19.0,25,A. Cordeel,Van Amersfoort Racing,Barcelona,Sprint Race,Round 4 ,2022-05-22
24,41:30.794,DNF,-,161.983,1:36.310,17.0,20.0,24,J. Hughes,Van Amersfoort Racing,Barcelona,Sprint Race,Round 4 ,2022-05-22
30,44:28.491,-,-,135.056,1:23.033,28.0,1.0,1,D. Hauger,PREMA Racing,Monte Carlo,Sprint Race,Round 5 ,2022-05-29
30,44:35.202,6.711,6.711,134.717,1:23.549,26.0,2.0,2,J. Daruvala,PREMA Racing,Monte Carlo,Sprint Race,Round 5 ,2022-05-29
30,44:35.758,7.267,0.556,134.689,1:23.086,30.0,3.0,7,M. Armstrong,Hitech Grand Prix,Monte Carlo,Sprint Race,Round 5 ,2022-05-29
30,44:41.655,13.164,5.897,134.393,1:24.087,16.0,4.0,22,E. Fittipaldi,Charouz Racing System,Monte Carlo,Sprint Race,Round 5 ,2022-05-29
30,44:43.057,14.566,1.402,134.322,1:24.213,17.0,5.0,8,J. Vips,Hitech Grand Prix,Monte Carlo,Sprint Race,Round 5 ,2022-05-29
30,44:44.320,15.829,1.263,134.259,1:22.941,30.0,6.0,10,T. Pourchaire,ART Grand Prix,Monte Carlo,Sprint Race,Round 5 ,2022-05-29
30,44:45.856,17.365,1.536,134.182,1:22.832,30.0,7.0,3,J. Doohan,Virtuosi Racing,Monte Carlo,Sprint Race,Round 5 ,2022-05-29
30,44:50.161,21.670,4.305,133.968,1:23.661,27.0,8.0,5,L. Lawson,Carlin,Monte Carlo,Sprint Race,Round 5 ,2022-05-29
30,44:51.329,22.838,1.168,133.91,1:24.363,9.0,9.0,16,R. Nissany,DAMS,Monte Carlo,Sprint Race,Round 5 ,2022-05-29
30,44:51.522,23.031,0.193,133.9,1:23.085,30.0,10.0,6,L. Sargeant,Carlin,Monte Carlo,Sprint Race,Round 5 ,2022-05-29
30,44:54.847,26.356,3.325,133.735,1:24.538,20.0,11.0,9,F. Vesti,ART Grand Prix,Monte Carlo,Sprint Race,Round 5 ,2022-05-29
30,44:59.829,31.338,4.982,133.488,1:24.579,9.0,12.0,23,C. Bölükbasi,Charouz Racing System,Monte Carlo,Sprint Race,Round 5 ,2022-05-29
30,45:00.905,32.414,1.076,133.435,1:23.286,29.0,13.0,20,R. Verschoor,Trident,Monte Carlo,Sprint Race,Round 5 ,2022-05-29
30,45:12.717,44.226,11.812,132.854,1:24.750,7.0,14.0,21,C. Williams,Trident,Monte Carlo,Sprint Race,Round 5 ,2022-05-29
30,45:13.143,44.652,0.426,132.833,1:24.879,6.0,15.0,4,M. Sato,Virtuosi Racing,Monte Carlo,Sprint Race,Round 5 ,2022-05-29
30,45:13.736,45.245,0.593,132.804,1:24.883,7.0,16.0,14,O. Caldwell,Campos Racing,Monte Carlo,Sprint Race,Round 5 ,2022-05-29
30,45:15.761,47.270,2.025,132.705,1:23.815,8.0,17.0,25,A. Cordeel,Van Amersfoort Racing,Monte Carlo,Sprint Race,Round 5 ,2022-05-29
30,45:23.894,55.403,8.133,132.309,1:23.594,15.0,18.0,24,J. Hughes,Van Amersfoort Racing,Monte Carlo,Sprint Race,Round 5 ,2022-05-29
30,45:24.242,55.751,0.348,132.292,1:23.846,15.0,19.0,17,A. Iwasa,DAMS,Monte Carlo,Sprint Race,Round 5 ,2022-05-29
21,48:36.014,-,-,155.504,1:57.581,11.0,1.0,9,F. Vesti,ART Grand Prix,Baku,Sprint Race,Round 6 ,2022-06-12
21,48:36.394,0.380,0.380,155.483,1:57.540,10.0,2.0,2,J. Daruvala,PREMA Racing,Baku,Sprint Race,Round 6 ,2022-06-12
21,48:37.116,1.102,0.722,155.445,1:57.553,13.0,3.0,5,L. Lawson,Carlin,Baku,Sprint Race,Round 6 ,2022-06-12
21,48:37.531,1.517,0.415,155.423,1:57.627,11.0,4.0,7,M. Armstrong,Hitech Grand Prix,Baku,Sprint Race,Round 6 ,2022-06-12
21,48:37.778,1.764,0.247,155.41,1:57.637,11.0,5.0,11,F. Drugovich,MP Motorsport,Baku,Sprint Race,Round 6 ,2022-06-12
21,48:38.192,2.178,0.414,155.388,1:57.561,11.0,6.0,6,L. Sargeant,Carlin,Baku,Sprint Race,Round 6 ,2022-06-12
21,48:38.682,2.668,0.490,155.362,1:57.683,5.0,7.0,10,T. Pourchaire,ART Grand Prix,Baku,Sprint Race,Round 6 ,2022-06-12
21,48:39.260,3.246,0.578,155.331,1:58.083,5.0,8.0,17,A. Iwasa,DAMS,Baku,Sprint Race,Round 6 ,2022-06-12
21,48:41.510,5.496,2.250,155.211,1:58.351,4.0,9.0,24,J. Hughes,Van Amersfoort Racing,Baku,Sprint Race,Round 6 ,2022-06-12
21,48:43.395,7.381,1.885,155.111,1:58.361,6.0,10.0,16,R. Nissany,DAMS,Baku,Sprint Race,Round 6 ,2022-06-12
21,48:43.587,7.573,0.192,155.101,1:57.798,13.0,11.0,3,J. Doohan,Virtuosi Racing,Baku,Sprint Race,Round 6 ,2022-06-12
21,48:44.041,8.027,0.454,155.077,1:57.867,12.0,12.0,8,J. Vips,Hitech Grand Prix,Baku,Sprint Race,Round 6 ,2022-06-12
21,48:45.011,8.997,0.970,155.025,1:59.372,7.0,13.0,25,A. Cordeel,Van Amersfoort Racing,Baku,Sprint Race,Round 6 ,2022-06-12
21,48:45.304,9.290,0.293,155.01,1:59.279,12.0,14.0,12,C. Novalak,MP Motorsport,Baku,Sprint Race,Round 6 ,2022-06-12
20,46:36.325,DNF,-,154.431,1:58.371,7.0,15.0,15,R. Boschung,Campos Racing,Baku,Sprint Race,Round 6 ,2022-06-12
20,46:36.598,DNF,-,154.416,1:57.911,13.0,16.0,21,C. Williams,Trident,Baku,Sprint Race,Round 6 ,2022-06-12
20,46:37.164,DNF,-,154.385,1:58.497,9.0,17.0,4,M. Sato,Virtuosi Racing,Baku,Sprint Race,Round 6 ,2022-06-12
20,46:37.229,DNF,-,154.381,1:58.493,11.0,18.0,23,C. Bölükbasi,Charouz Racing System,Baku,Sprint Race,Round 6 ,2022-06-12
20,48:46.667,1 LAP,129.438,147.554,1:58.354,9.0,19.0,14,O. Caldwell,Campos Racing,Baku,Sprint Race,Round 6 ,2022-06-12
18,40:44.593,DNF,-,158.971,1:57.353,13.0,20.0,20,R. Verschoor,Trident,Baku,Sprint Race,Round 6 ,2022-06-12
20,40:42.488,-,-,173.458,2:00.164,19.0,1.0,3,J. Doohan,Virtuosi Racing,Silverstone,Sprint Race,Round 7 ,2022-07-03
20,40:43.420,0.932,0.932,173.392,1:58.954,20.0,2.0,17,A. Iwasa,DAMS,Silverstone,Sprint Race,Round 7 ,2022-07-03
20,40:59.210,16.722,15.790,172.278,2:01.157,19.0,3.0,22,E. Fittipaldi,Charouz Racing System,Silverstone,Sprint Race,Round 7 ,2022-07-03
20,41:00.376,17.888,1.166,172.197,2:01.204,19.0,4.0,10,T. Pourchaire,ART Grand Prix,Silverstone,Sprint Race,Round 7 ,2022-07-03
20,41:04.205,21.717,3.829,171.929,1:59.295,20.0,5.0,11,F. Drugovich,MP Motorsport,Silverstone,Sprint Race,Round 7 ,2022-07-03
20,41:09.318,26.830,5.113,171.573,1:59.964,20.0,6.0,9,F. Vesti,ART Grand Prix,Silverstone,Sprint Race,Round 7 ,2022-07-03
20,41:10.772,28.284,1.454,171.472,1:59.774,19.0,7.0,6,L. Sargeant,Carlin,Silverstone,Sprint Race,Round 7 ,2022-07-03
20,41:18.779,36.291,8.007,170.918,2:01.532,2.0,8.0,2,J. Daruvala,PREMA Racing,Silverstone,Sprint Race,Round 7 ,2022-07-03
20,41:21.187,38.699,2.408,170.752,2:00.719,20.0,9.0,7,M. Armstrong,Hitech Grand Prix,Silverstone,Sprint Race,Round 7 ,2022-07-03
20,41:26.258,43.770,5.071,170.404,2:01.564,17.0,10.0,20,R. Verschoor,Trident,Silverstone,Sprint Race,Round 7 ,2022-07-03
20,41:27.099,44.611,0.841,170.346,2:00.996,18.0,11.0,24,J. Hughes,Van Amersfoort Racing,Silverstone,Sprint Race,Round 7 ,2022-07-03
20,41:30.601,48.113,3.502,170.107,2:01.974,19.0,12.0,8,J. Vips,Hitech Grand Prix,Silverstone,Sprint Race,Round 7 ,2022-07-03
20,41:31.936,49.448,1.335,170.016,2:01.664,20.0,13.0,12,C. Novalak,MP Motorsport,Silverstone,Sprint Race,Round 7 ,2022-07-03
20,41:36.997,54.509,5.061,169.671,2:01.970,18.0,14.0,16,R. Nissany,DAMS,Silverstone,Sprint Race,Round 7 ,2022-07-03
20,41:37.723,55.235,0.726,169.622,2:02.608,2.0,15.0,1,D. Hauger,PREMA Racing,Silverstone,Sprint Race,Round 7 ,2022-07-03
20,41:41.191,58.703,3.468,169.387,2:01.236,20.0,16.0,25,D. Beckmann,Van Amersfoort Racing,Silverstone,Sprint Race,Round 7 ,2022-07-03
20,41:48.565,66.077,7.374,168.889,2:02.256,19.0,17.0,21,C. Williams,Trident,Silverstone,Sprint Race,Round 7 ,2022-07-03
20,41:48.899,66.411,0.334,168.866,2:03.055,2.0,18.0,14,O. Caldwell,Campos Racing,Silverstone,Sprint Race,Round 7 ,2022-07-03
20,42:04.199,81.711,15.300,167.843,2:03.039,2.0,19.0,23,C. Bölükbasi,Charouz Racing System,Silverstone,Sprint Race,Round 7 ,2022-07-03
20,42:17.513,95.025,13.314,166.962,2:01.680,18.0,20.0,5,L. Lawson,Carlin,Silverstone,Sprint Race,Round 7 ,2022-07-03
28,36:38.856,-,-,197.739,1:17.338,7.0,1.0,7,M. Armstrong,Hitech Grand Prix,Spielberg,Sprint Race,Round 8 ,2022-07-10
28,36:39.954,1.098,1.098,197.64,1:17.406,7.0,2.0,10,T. Pourchaire,ART Grand Prix,Spielberg,Sprint Race,Round 8 ,2022-07-10
28,36:41.025,2.169,1.071,197.544,1:17.419,22.0,3.0,3,J. Doohan,Virtuosi Racing,Spielberg,Sprint Race,Round 8 ,2022-07-10
28,36:43.909,5.053,2.884,197.286,1:17.328,9.0,4.0,11,F. Drugovich,MP Motorsport,Spielberg,Sprint Race,Round 8 ,2022-07-10
28,36:50.828,11.972,6.919,196.668,1:17.519,7.0,5.0,8,J. Vips,Hitech Grand Prix,Spielberg,Sprint Race,Round 8 ,2022-07-10
28,36:53.688,14.832,2.860,196.414,1:17.646,8.0,6.0,20,R. Verschoor,Trident,Spielberg,Sprint Race,Round 8 ,2022-07-10
28,36:54.147,15.291,0.459,196.373,1:17.735,5.0,7.0,6,L. Sargeant,Carlin,Spielberg,Sprint Race,Round 8 ,2022-07-10
28,36:56.394,17.538,1.647,196.174,1:17.617,4.0,8.0,22,E. Fittipaldi,Charouz Racing System,Spielberg,Sprint Race,Round 8 ,2022-07-10
28,36:58.193,19.337,1.799,196.015,1:17.426,14.0,9.0,1,D. Hauger,PREMA Racing,Spielberg,Sprint Race,Round 8 ,2022-07-10
28,36:54.747,15.891,0.600,196.32,1:17.662,6.0,10.0,17,A. Iwasa,DAMS,Spielberg,Sprint Race,Round 8 ,2022-07-10
28,37:00.500,21.644,2.307,195.812,1:17.825,4.0,11.0,2,J. Daruvala,PREMA Racing,Spielberg,Sprint Race,Round 8 ,2022-07-10
28,37:00.892,22.036,0.392,195.777,1:17.738,16.0,12.0,9,F. Vesti,ART Grand Prix,Spielberg,Sprint Race,Round 8 ,2022-07-10
28,37:10.556,31.700,9.664,194.929,1:17.800,20.0,13.0,16,R. Nissany,DAMS,Spielberg,Sprint Race,Round 8 ,2022-07-10
28,37:13.421,34.565,2.865,194.679,1:18.064,20.0,14.0,21,C. Williams,Trident,Spielberg,Sprint Race,Round 8 ,2022-07-10
28,37:17.529,38.673,4.108,194.321,1:18.252,11.0,15.0,12,C. Novalak,MP Motorsport,Spielberg,Sprint Race,Round 8 ,2022-07-10
28,37:19.101,40.245,0.124,194.185,1:18.209,10.0,16.0,24,J. Hughes,Van Amersfoort Racing,Spielberg,Sprint Race,Round 8 ,2022-07-10
28,37:32.415,53.559,13.314,193.037,1:18.415,8.0,17.0,14,O. Caldwell,Campos Racing,Spielberg,Sprint Race,Round 8 ,2022-07-10
28,37:18.977,40.121,1.448,194.196,1:18.361,20.0,18.0,25,A. Cordeel,Van Amersfoort Racing,Spielberg,Sprint Race,Round 8 ,2022-07-10
26,34:42.061,2 LAPS,-,193.899,1:18.170,19.0,19.0,15,R. Merhi,Campos Racing,Spielberg,Sprint Race,Round 8 ,2022-07-10
28,45:42.642,-,-,160.961,1:33.017,9.0,1.0,3,J. Doohan,Virtuosi Racing,Budapest,Sprint Race,Round 10 ,2022-07-31
28,45:47.917,5.275,5.275,160.652,1:32.837,8.0,2.0,8,J. Vips,Hitech Grand Prix,Budapest,Sprint Race,Round 10 ,2022-07-31
28,45:48.967,6.325,1.050,160.591,1:32.934,10.0,3.0,22,E. Fittipaldi,Charouz Racing System,Budapest,Sprint Race,Round 10 ,2022-07-31
28,45:50.434,7.792,1.467,160.505,1:33.065,9.0,4.0,11,F. Drugovich,MP Motorsport,Budapest,Sprint Race,Round 10 ,2022-07-31
28,45:51.908,9.266,1.474,160.419,1:33.060,9.0,5.0,9,F. Vesti,ART Grand Prix,Budapest,Sprint Race,Round 10 ,2022-07-31
28,45:56.192,13.550,4.284,160.17,1:33.299,9.0,6.0,5,L. Lawson,Carlin,Budapest,Sprint Race,Round 10 ,2022-07-31
28,46:02.827,20.185,6.635,159.785,1:33.148,9.0,7.0,7,M. Armstrong,Hitech Grand Prix,Budapest,Sprint Race,Round 10 ,2022-07-31
28,46:03.365,20.723,0.538,159.754,1:33.380,7.0,8.0,17,A. Iwasa,DAMS,Budapest,Sprint Race,Round 10 ,2022-07-31
28,46:04.357,21.715,0.992,159.697,1:33.034,8.0,9.0,10,T. Pourchaire,ART Grand Prix,Budapest,Sprint Race,Round 10 ,2022-07-31
28,46:12.436,29.794,8.079,159.232,1:33.269,8.0,10.0,14,O. Caldwell,Campos Racing,Budapest,Sprint Race,Round 10 ,2022-07-31
28,46:13.698,31.056,1.262,159.159,1:33.419,7.0,11.0,21,C. Williams,Trident,Budapest,Sprint Race,Round 10 ,2022-07-31
28,46:14.481,31.839,0.783,159.114,1:33.703,8.0,12.0,24,D. Beckmann,Van Amersfoort Racing,Budapest,Sprint Race,Round 10 ,2022-07-31
28,46:14.932,32.290,0.451,159.088,1:33.836,7.0,13.0,25,A. Cordeel,Van Amersfoort Racing,Budapest,Sprint Race,Round 10 ,2022-07-31
28,46:31.526,48.884,16.594,158.143,1:31.449,21.0,14.0,15,R. Merhi,Campos Racing,Budapest,Sprint Race,Round 10 ,2022-07-31
28,46:34.460,51.818,2.934,157.977,1:33.571,7.0,15.0,4,M. Sato,Virtuosi Racing,Budapest,Sprint Race,Round 10 ,2022-07-31
28,46:49.805,67.163,10.141,157.114,1:32.465,17.0,16.0,23,C. Bölükbasi,Charouz Racing System,Budapest,Sprint Race,Round 10 ,2022-07-31
28,46:59.910,77.268,10.105,156.551,1:30.452,28.0,17.0,2,J. Daruvala,PREMA Racing,Budapest,Sprint Race,Round 10 ,2022-07-31
28,46:39.664,57.022,5.204,157.683,1:30.414,26.0,18.0,20,R. Verschoor,Trident,Budapest,Sprint Race,Round 10 ,2022-07-31
27,46:26.888,1 LAP,1 LAP,152.747,1:32.824,10.0,19.0,16,R. Nissany,DAMS,Budapest,Sprint Race,Round 10 ,2022-07-31
27,46:54.431,1 LAP,27.543,151.252,1:32.218,9.0,20.0,12,C. Novalak,MP Motorsport,Budapest,Sprint Race,Round 10 ,2022-07-31
18,40:22.343,-,-,187.179,2:01.740,2.0,1.0,5,L. Lawson,Carlin,Spa-Francorchamps,Sprint Race,Round 11 ,2022-08-28
18,40:26.211,3.868,3.868,186.881,2:02.489,3.0,2.0,3,J. Doohan,Virtuosi Racing,Spa-Francorchamps,Sprint Race,Round 11 ,2022-08-28
18,40:28.061,5.718,1.850,186.738,2:01.845,3.0,3.0,15,R. Boschung,Campos Racing,Spa-Francorchamps,Sprint Race,Round 11 ,2022-08-28
18,40:28.703,6.360,0.642,186.689,2:01.981,3.0,4.0,11,F. Drugovich,MP Motorsport,Spa-Francorchamps,Sprint Race,Round 11 ,2022-08-28
18,40:30.750,8.407,2.047,186.532,2:02.319,3.0,5.0,20,R. Verschoor,Trident,Spa-Francorchamps,Sprint Race,Round 11 ,2022-08-28
18,40:31.029,8.686,0.279,186.51,2:02.409,3.0,6.0,10,T. Pourchaire,ART Grand Prix,Spa-Francorchamps,Sprint Race,Round 11 ,2022-08-28
18,40:31.765,9.422,0.736,186.454,2:02.188,3.0,7.0,7,M. Armstrong,Hitech Grand Prix,Spa-Francorchamps,Sprint Race,Round 11 ,2022-08-28
18,40:32.408,10.065,0.643,186.404,2:02.467,3.0,8.0,24,D. Beckmann,Van Amersfoort Racing,Spa-Francorchamps,Sprint Race,Round 11 ,2022-08-28
18,40:33.176,10.833,0.768,186.346,2:03.078,3.0,9.0,17,A. Iwasa,DAMS,Spa-Francorchamps,Sprint Race,Round 11 ,2022-08-28
18,40:33.477,11.134,0.301,186.323,2:02.527,3.0,10.0,1,D. Hauger,PREMA Racing,Spa-Francorchamps,Sprint Race,Round 11 ,2022-08-28
18,40:33.958,11.615,0.481,186.286,2:03.009,3.0,11.0,16,R. Nissany,DAMS,Spa-Francorchamps,Sprint Race,Round 11 ,2022-08-28
18,40:36.432,14.089,2.474,186.097,2:03.302,3.0,12.0,4,M. Sato,Virtuosi Racing,Spa-Francorchamps,Sprint Race,Round 11 ,2022-08-28
18,40:38.144,15.801,1.712,185.966,2:03.188,3.0,13.0,22,E. Fittipaldi,Charouz Racing System,Spa-Francorchamps,Sprint Race,Round 11 ,2022-08-28
18,40:38.736,16.393,0.592,185.921,2:02.820,3.0,14.0,8,J. Vips,Hitech Grand Prix,Spa-Francorchamps,Sprint Race,Round 11 ,2022-08-28
18,40:39.110,16.767,0.374,185.892,2:03.268,3.0,15.0,9,F. Vesti,ART Grand Prix,Spa-Francorchamps,Sprint Race,Round 11 ,2022-08-28
18,40:40.012,17.669,0.902,185.824,2:03.300,4.0,16.0,21,C. Williams,Trident,Spa-Francorchamps,Sprint Race,Round 11 ,2022-08-28
18,40:40.896,18.553,0.884,185.756,2:03.130,3.0,17.0,12,C. Novalak,MP Motorsport,Spa-Francorchamps,Sprint Race,Round 11 ,2022-08-28
18,40:40.937,18.594,0.041,185.753,2:03.381,3.0,18.0,25,A. Cordeel,Van Amersfoort Racing,Spa-Francorchamps,Sprint Race,Round 11 ,2022-08-28
18,40:41.387,19.044,0.450,185.719,2:04.136,4.0,19.0,23,T. Calderón,Charouz Racing System,Spa-Francorchamps,Sprint Race,Round 11 ,2022-08-28
18,40:45.550,23.207,4.163,185.403,2:03.461,4.0,20.0,14,L. Zendeli,Campos Racing,Spa-Francorchamps,Sprint Race,Round 11 ,2022-08-28
29,43:42.549,-,-,169.461,1:26.338,5.0,1.0,7,M. Armstrong,Hitech Grand Prix,Zandvoort,Sprint Race,Round 12 ,2022-09-04
29,43:43.429,0.880,0.880,169.404,1:26.253,5.0,2.0,12,C. Novalak,MP Motorsport,Zandvoort,Sprint Race,Round 12 ,2022-09-04
29,43:44.539,1.990,1.110,169.332,1:26.293,3.0,3.0,1,D. Hauger,PREMA Racing,Zandvoort,Sprint Race,Round 12 ,2022-09-04
29,43:45.066,2.517,0.527,169.298,1:26.261,4.0,4.0,5,L. Lawson,Carlin,Zandvoort,Sprint Race,Round 12 ,2022-09-04
29,43:45.575,3.026,0.509,169.265,1:26.225,4.0,5.0,8,J. Vips,Hitech Grand Prix,Zandvoort,Sprint Race,Round 12 ,2022-09-04
29,43:45.867,3.318,0.292,169.246,1:26.287,5.0,6.0,17,A. Iwasa,DAMS,Zandvoort,Sprint Race,Round 12 ,2022-09-04
29,43:46.817,4.268,0.950,169.185,1:26.366,5.0,7.0,20,R. Verschoor,Trident,Zandvoort,Sprint Race,Round 12 ,2022-09-04
29,43:47.199,4.650,0.382,169.161,1:26.218,5.0,8.0,6,L. Sargeant,Carlin,Zandvoort,Sprint Race,Round 12 ,2022-09-04
29,43:47.389,4.840,0.190,169.148,1:25.987,18.0,9.0,3,J. Doohan,Virtuosi Racing,Zandvoort,Sprint Race,Round 12 ,2022-09-04
29,43:48.007,5.458,0.618,169.109,1:25.808,25.0,10.0,11,F. Drugovich,MP Motorsport,Zandvoort,Sprint Race,Round 12 ,2022-09-04
29,43:48.836,6.287,0.829,169.055,1:26.439,5.0,11.0,9,F. Vesti,ART Grand Prix,Zandvoort,Sprint Race,Round 12 ,2022-09-04
29,43:49.268,6.719,0.432,169.028,1:26.377,6.0,12.0,25,A. Cordeel,Van Amersfoort Racing,Zandvoort,Sprint Race,Round 12 ,2022-09-04
29,43:49.965,7.416,0.697,168.983,1:26.382,6.0,13.0,22,E. Fittipaldi,Charouz Racing System,Zandvoort,Sprint Race,Round 12 ,2022-09-04
29,43:50.652,8.103,0.687,168.939,1:26.237,4.0,14.0,24,D. Beckmann,Van Amersfoort Racing,Zandvoort,Sprint Race,Round 12 ,2022-09-04
29,43:51.489,8.940,0.837,168.885,1:26.431,6.0,15.0,16,R. Nissany,DAMS,Zandvoort,Sprint Race,Round 12 ,2022-09-04
29,43:52.268,9.719,0.779,168.835,1:26.020,22.0,16.0,2,J. Daruvala,PREMA Racing,Zandvoort,Sprint Race,Round 12 ,2022-09-04
29,43:52.367,9.818,0.099,168.829,1:26.708,11.0,17.0,15,R. Boschung,Campos Racing,Zandvoort,Sprint Race,Round 12 ,2022-09-04
