LAPS,TIME,GAP,INT.,KPH,BEST,LAP,POS,CAR,PILOT NAME,TEAM,CIRCUIT,TYPE,ROUND,DATE
35,1:01:59.840,3.229,0.637,166.068,1:30.485,15.0,8.0,23,D. Beckmann,Charouz Racing System,Imola,Feature Race,Round 3 ,2022-04-24
35,1:02:00.802,4.191,0.962,166.025,1:28.353,31.0,9.0,2,J. Daruvala,PREMA Racing,Imola,Feature Race,Round 3 ,2022-04-24
35,1:02:01.007,4.396,0.205,166.016,1:29.668,30.0,10.0,11,F. Drugovich,MP Motorsport,Imola,Feature Race,Round 3 ,2022-04-24
35,1:02:01.504,4.893,0.497,165.994,1:29.465,15.0,11.0,4,M. Sato,Virtuosi Racing,Imola,Feature Race,Round 3 ,2022-04-24
35,1:02:01.655,5.044,0.151,165.987,1:28.938,30.0,12.0,24,J. Hughes,Van Amersfoort Racing,Imola,Feature Race,Round 3 ,2022-04-24
35,1:02:03.356,6.745,0.458,165.911,1:30.050,16.0,13.0,14,O. Caldwell,Campos Racing,Imola,Feature Race,Round 3 ,2022-04-24
35,1:02:03.882,7.271,0.526,165.888,1:28.654,29.0,14.0,20,R. Verschoor,Trident,Imola,Feature Race,Round 3 ,2022-04-24
35,1:02:04.374,7.763,0.492,165.866,1:29.135,30.0,15.0,21,C. Williams,Trident,Imola,Feature Race,Round 3 ,2022-04-24
35,1:02:0.898,6.287,1.243,165.932,1:28.972,31.0,16.0,7,M. Armstrong,Hitech Grand Prix,Imola,Feature Race,Round 3 ,2022-04-24
35,1:03:18.014,81.403,73.640,162.65,1:30.517,16.0,17.0,25,A. Cordeel,Van Amersfoort Racing,Imola,Feature Race,Round 3 ,2022-04-24
37,1:02:14.874,-,-,166.607,1:34.511,10.0,1.0,11,F. Drugovich,MP Motorsport,Barcelona,Feature Race,Round 4 ,2022-05-22
37,1:02:20.504,5.630,5.630,166.356,1:34.231,7.0,2.0,3,J. Doohan,Virtuosi Racing,Barcelona,Feature Race,Round 4 ,2022-05-22
37,1:02:38.043,23.169,17.539,165.579,1:34.576,7.0,3.0,9,F. Vesti,ART Grand Prix,Barcelona,Feature Race,Round 4 ,2022-05-22
37,1:02:39.594,24.720,1.551,165.511,1:34.400,8.0,4.0,6,L. Sargeant,Carlin,Barcelona,Feature Race,Round 4 ,2022-05-22
37,1:02:39.934,25.060,0.340,165.496,1:34.823,31.0,5.0,12,C. Novalak,MP Motorsport,Barcelona,Feature Race,Round 4 ,2022-05-22
37,1:02:46.304,31.430,6.370,165.216,1:35.013,31.0,6.0,22,E. Fittipaldi,Charouz Racing System,Barcelona,Feature Race,Round 4 ,2022-05-22
37,1:02:47.073,32.199,0.769,165.182,1:34.890,33.0,7.0,7,M. Armstrong,Hitech Grand Prix,Barcelona,Feature Race,Round 4 ,2022-05-22
37,1:02:50.481,35.607,3.408,165.033,1:35.236,8.0,8.0,10,T. Pourchaire,ART Grand Prix,Barcelona,Feature Race,Round 4 ,2022-05-22
37,1:02:52.048,37.174,1.567,164.965,1:35.656,10.0,9.0,5,L. Lawson,Carlin,Barcelona,Feature Race,Round 4 ,2022-05-22
37,1:02:52.149,37.275,0.101,164.96,1:34.340,35.0,10.0,16,R. Nissany,DAMS,Barcelona,Feature Race,Round 4 ,2022-05-22
37,1:02:53.628,38.754,1.479,164.896,1:35.102,10.0,11.0,21,C. Williams,Trident,Barcelona,Feature Race,Round 4 ,2022-05-22
37,1:03:09.722,54.848,16.094,164.195,1:35.990,12.0,12.0,17,A. Iwasa,DAMS,Barcelona,Feature Race,Round 4 ,2022-05-22
37,1:03:09.923,55.049,0.201,164.187,1:34.960,37.0,13.0,1,D. Hauger,PREMA Racing,Barcelona,Feature Race,Round 4 ,2022-05-22
37,1:03:11.422,56.548,1.499,164.122,1:34.720,32.0,14.0,14,O. Caldwell,Campos Racing,Barcelona,Feature Race,Round 4 ,2022-05-22
37,1:03:14.501,59.627,3.079,163.988,1:35.697,19.0,15.0,25,A. Cordeel,Van Amersfoort Racing,Barcelona,Feature Race,Round 4 ,2022-05-22
37,1:03:18.227,63.353,3.726,163.828,1:35.203,9.0,16.0,24,J. Hughes,Van Amersfoort Racing,Barcelona,Feature Race,Round 4 ,2022-05-22
37,1:03:29.677,74.803,11.450,163.335,1:35.231,2.0,17.0,8,J. Vips,Hitech Grand Prix,Barcelona,Feature Race,Round 4 ,2022-05-22
37,1:03:34.936,80.062,5.259,163.11,1:34.552,31.0,18.0,20,R. Verschoor,Trident,Barcelona,Feature Race,Round 4 ,2022-05-22
37,1:03:45.392,90.518,10.456,162.664,1:36.160,12.0,19.0,4,M. Sato,Virtuosi Racing,Barcelona,Feature Race,Round 4 ,2022-05-22
37,1:03:48.709,93.835,3.317,162.523,1:37.045,8.0,20.0,23,C. Bölükbasi,Charouz Racing System,Barcelona,Feature Race,Round 4 ,2022-05-22
42,1:02:35.675,-,-,134.344,1:23.251,29.0,1.0,11,F. Drugovich,MP Motorsport,Monte Carlo,Feature Race,Round 5 ,2022-05-29
42,1:02:36.502,0.827,0.827,134.314,1:23.264,29.0,2.0,10,T. Pourchaire,ART Grand Prix,Monte Carlo,Feature Race,Round 5 ,2022-05-29
42,1:02:43.717,8.042,7.215,134.057,1:23.256,31.0,3.0,8,J. Vips,Hitech Grand Prix,Monte Carlo,Feature Race,Round 5 ,2022-05-29
42,1:02:48.629,12.954,4.912,133.882,1:23.376,17.0,4.0,3,J. Doohan,Virtuosi Racing,Monte Carlo,Feature Race,Round 5 ,2022-05-29
42,1:02:49.209,13.534,0.580,133.862,1:23.525,33.0,5.0,22,E. Fittipaldi,Charouz Racing System,Monte Carlo,Feature Race,Round 5 ,2022-05-29
42,1:02:50.421,14.746,1.212,133.819,1:23.737,29.0,6.0,7,M. Armstrong,Hitech Grand Prix,Monte Carlo,Feature Race,Round 5 ,2022-05-29
42,1:02:50.976,15.301,0.555,133.799,1:22.863,13.0,7.0,1,D. Hauger,PREMA Racing,Monte Carlo,Feature Race,Round 5 ,2022-05-29
42,1:02:51.396,15.721,0.420,133.784,1:22.900,15.0,8.0,2,J. Daruvala,PREMA Racing,Monte Carlo,Feature Race,Round 5 ,2022-05-29
42,1:02:51.839,16.164,0.443,133.768,1:23.344,17.0,9.0,6,L. Sargeant,Carlin,Monte Carlo,Feature Race,Round 5 ,2022-05-29
42,1:02:59.840,24.165,8.001,133.485,1:24.043,31.0,10.0,4,M. Sato,Virtuosi Racing,Monte Carlo,Feature Race,Round 5 ,2022-05-29
42,1:03:03.345,27.670,3.505,133.361,1:24.206,28.0,11.0,23,C. Bölükbasi,Charouz Racing System,Monte Carlo,Feature Race,Round 5 ,2022-05-29
42,1:03:03.430,27.755,0.085,133.358,1:22.862,35.0,12.0,20,R. Verschoor,Trident,Monte Carlo,Feature Race,Round 5 ,2022-05-29
42,1:03:06.188,30.513,2.758,133.261,1:24.185,16.0,13.0,24,J. Hughes,Van Amersfoort Racing,Monte Carlo,Feature Race,Round 5 ,2022-05-29
42,1:03:07.300,31.625,1.112,133.222,1:23.593,17.0,14.0,9,F. Vesti,ART Grand Prix,Monte Carlo,Feature Race,Round 5 ,2022-05-29
42,1:03:08.284,32.609,0.984,133.188,1:23.689,17.0,15.0,14,O. Caldwell,Campos Racing,Monte Carlo,Feature Race,Round 5 ,2022-05-29
41,1:01:30.459,DNF,-,133.463,1:23.559,14.0,16.0,21,C. Williams,Trident,Monte Carlo,Feature Race,Round 5 ,2022-05-29
41,1:01:30.688,DNF,-,133.455,1:23.409,17.0,17.0,17,A. Iwasa,DAMS,Monte Carlo,Feature Race,Round 5 ,2022-05-29
26,1:03:29.334,-,-,147.402,1:56.633,21.0,1.0,1,D. Hauger,PREMA Racing,Baku,Feature Race,Round 6 ,2022-06-12
26,1:03:29.826,0.492,0.492,147.383,1:56.720,20.0,2.0,6,L. Sargeant,Carlin,Baku,Feature Race,Round 6 ,2022-06-12
26,1:03:30.280,0.946,0.454,147.366,1:57.277,21.0,3.0,11,F. Drugovich,MP Motorsport,Baku,Feature Race,Round 6 ,2022-06-12
26,1:03:30.998,1.664,0.718,147.338,1:57.247,22.0,4.0,2,J. Daruvala,PREMA Racing,Baku,Feature Race,Round 6 ,2022-06-12
26,1:03:32.110,2.776,1.112,147.295,1:57.412,19.0,5.0,20,R. Verschoor,Trident,Baku,Feature Race,Round 6 ,2022-06-12
26,1:03:32.304,2.970,0.194,147.287,1:57.620,20.0,6.0,22,E. Fittipaldi,Charouz Racing System,Baku,Feature Race,Round 6 ,2022-06-12
26,1:03:32.483,3.149,0.179,147.281,1:56.857,20.0,7.0,9,F. Vesti,ART Grand Prix,Baku,Feature Race,Round 6 ,2022-06-12
26,1:03:34.125,4.791,1.642,147.217,1:58.156,20.0,8.0,4,M. Sato,Virtuosi Racing,Baku,Feature Race,Round 6 ,2022-06-12
26,1:03:34.245,4.911,0.120,147.212,1:58.729,19.0,9.0,15,R. Boschung,Campos Racing,Baku,Feature Race,Round 6 ,2022-06-12
26,1:03:34.597,5.263,0.352,147.199,1:58.534,20.0,10.0,24,J. Hughes,Van Amersfoort Racing,Baku,Feature Race,Round 6 ,2022-06-12
26,1:03:34.641,5.307,0.044,147.197,1:56.767,20.0,11.0,10,T. Pourchaire,ART Grand Prix,Baku,Feature Race,Round 6 ,2022-06-12
26,1:03:35.349,6.015,0.708,147.17,1:57.086,18.0,12.0,7,M. Armstrong,Hitech Grand Prix,Baku,Feature Race,Round 6 ,2022-06-12
26,1:03:36.236,6.902,0.887,147.136,1:57.343,20.0,13.0,3,J. Doohan,Virtuosi Racing,Baku,Feature Race,Round 6 ,2022-06-12
26,1:03:36.613,7.279,0.377,147.121,1:57.832,22.0,14.0,17,A. Iwasa,DAMS,Baku,Feature Race,Round 6 ,2022-06-12
26,1:03:40.909,11.575,4.296,146.956,1:58.332,11.0,15.0,5,L. Lawson,Carlin,Baku,Feature Race,Round 6 ,2022-06-12
26,1:03:41.532,12.198,0.623,146.932,1:57.529,21.0,16.0,21,C. Williams,Trident,Baku,Feature Race,Round 6 ,2022-06-12
29,53:50.586,-,-,190.224,1:42.487,26.0,1.0,6,L. Sargeant,Carlin,Silverstone,Feature Race,Round 7 ,2022-07-03
29,53:52.267,1.681,1.681,190.126,1:42.538,26.0,2.0,10,T. Pourchaire,ART Grand Prix,Silverstone,Feature Race,Round 7 ,2022-07-03
29,53:59.580,8.994,7.313,189.696,1:43.123,13.0,3.0,5,L. Lawson,Carlin,Silverstone,Feature Race,Round 7 ,2022-07-03
29,54:01.898,11.312,2.318,189.561,1:43.068,27.0,4.0,11,F. Drugovich,MP Motorsport,Silverstone,Feature Race,Round 7 ,2022-07-03
29,54:02.547,11.961,0.649,189.523,1:43.223,25.0,5.0,9,F. Vesti,ART Grand Prix,Silverstone,Feature Race,Round 7 ,2022-07-03
29,54:02.862,12.276,0.315,189.504,1:42.033,24.0,6.0,8,J. Vips,Hitech Grand Prix,Silverstone,Feature Race,Round 7 ,2022-07-03
29,54:04.485,13.899,1.623,189.41,1:41.581,25.0,7.0,2,J. Daruvala,PREMA Racing,Silverstone,Feature Race,Round 7 ,2022-07-03
29,54:07.906,17.320,3.421,189.21,1:43.102,27.0,8.0,7,M. Armstrong,Hitech Grand Prix,Silverstone,Feature Race,Round 7 ,2022-07-03
29,54:11.619,21.033,3.713,188.994,1:41.134,29.0,9.0,3,J. Doohan,Virtuosi Racing,Silverstone,Feature Race,Round 7 ,2022-07-03
29,54:18.883,28.297,7.264,188.573,1:41.195,26.0,10.0,24,J. Hughes,Van Amersfoort Racing,Silverstone,Feature Race,Round 7 ,2022-07-03
29,54:19.703,29.117,0.820,188.525,1:43.961,13.0,11.0,22,E. Fittipaldi,Charouz Racing System,Silverstone,Feature Race,Round 7 ,2022-07-03
29,54:21.172,30.586,1.469,188.44,1:43.265,13.0,12.0,17,A. Iwasa,DAMS,Silverstone,Feature Race,Round 7 ,2022-07-03
29,54:24.747,34.161,3.575,188.234,1:43.668,28.0,13.0,12,C. Novalak,MP Motorsport,Silverstone,Feature Race,Round 7 ,2022-07-03
29,54:25.590,35.004,0.843,188.185,1:43.372,27.0,14.0,20,R. Verschoor,Trident,Silverstone,Feature Race,Round 7 ,2022-07-03
29,54:26.012,35.426,0.422,188.161,1:42.130,25.0,15.0,4,M. Sato,Virtuosi Racing,Silverstone,Feature Race,Round 7 ,2022-07-03
29,54:26.977,36.391,0.965,188.106,1:41.970,26.0,16.0,21,C. Williams,Trident,Silverstone,Feature Race,Round 7 ,2022-07-03
29,54:41.752,51.166,14.775,187.259,1:44.148,24.0,17.0,14,O. Caldwell,Campos Racing,Silverstone,Feature Race,Round 7 ,2022-07-03
29,54:51.664,61.078,9.912,186.695,1:44.468,12.0,18.0,23,C. Bölükbasi,Charouz Racing System,Silverstone,Feature Race,Round 7 ,2022-07-03
29,54:53.793,63.207,2.129,186.574,1:40.842,27.0,19.0,25,D. Beckmann,Van Amersfoort Racing,Silverstone,Feature Race,Round 7 ,2022-07-03
40,55:44.500,14.101,0.365,185.779,1:17.638,22.0,1.0,6,L. Sargeant,Carlin,Spielberg,Feature Race,Round 8 ,2022-07-10
40,55:45.014,14.615,0.514,185.75,1:17.585,22.0,2.0,22,E. Fittipaldi,Charouz Racing System,Spielberg,Feature Race,Round 8 ,2022-07-10
40,55:46.118,15.719,1.104,185.689,1:17.868,18.0,3.0,15,R. Merhi,Campos Racing,Spielberg,Feature Race,Round 8 ,2022-07-10
40,55:50.499,20.100,4.381,185.446,1:17.801,20.0,4.0,1,D. Hauger,PREMA Racing,Spielberg,Feature Race,Round 8 ,2022-07-10
40,55:54.637,24.238,4.138,185.217,1:17.677,20.0,5.0,24,J. Hughes,Van Amersfoort Racing,Spielberg,Feature Race,Round 8 ,2022-07-10
40,55:56.652,26.253,2.015,185.106,1:17.929,22.0,6.0,14,O. Caldwell,Campos Racing,Spielberg,Feature Race,Round 8 ,2022-07-10
40,55:57.645,27.246,0.993,185.051,1:18.083,25.0,7.0,17,A. Iwasa,DAMS,Spielberg,Feature Race,Round 8 ,2022-07-10
40,55:58.372,27.973,0.727,185.011,1:18.022,27.0,8.0,8,J. Vips,Hitech Grand Prix,Spielberg,Feature Race,Round 8 ,2022-07-10
40,55:58.942,28.543,0.570,184.98,1:17.780,22.0,9.0,16,R. Nissany,DAMS,Spielberg,Feature Race,Round 8 ,2022-07-10
40,56:00.464,30.065,1.522,184.896,1:17.517,20.0,10.0,5,L. Lawson,Carlin,Spielberg,Feature Race,Round 8 ,2022-07-10
40,56:03.506,33.107,3.042,184.729,1:18.252,23.0,11.0,11,F. Drugovich,MP Motorsport,Spielberg,Feature Race,Round 8 ,2022-07-10
40,55:44.135,13.736,13.736,185.799,1:17.547,19.0,12.0,2,J. Daruvala,PREMA Racing,Spielberg,Feature Race,Round 8 ,2022-07-10
40,56:04.342,33.943,0.836,184.683,1:18.113,26.0,13.0,10,T. Pourchaire,ART Grand Prix,Spielberg,Feature Race,Round 8 ,2022-07-10
40,56:11.260,40.861,6.918,184.304,1:17.900,20.0,14.0,9,F. Vesti,ART Grand Prix,Spielberg,Feature Race,Round 8 ,2022-07-10
40,56:13.449,43.050,2.189,184.184,1:18.213,25.0,15.0,21,C. Williams,Trident,Spielberg,Feature Race,Round 8 ,2022-07-10
40,56:16.556,46.157,3.107,184.015,1:18.438,26.0,16.0,4,M. Sato,Virtuosi Racing,Spielberg,Feature Race,Round 8 ,2022-07-10
40,56:43.106,72.707,26.550,182.579,1:18.237,19.0,17.0,12,C. Novalak,MP Motorsport,Spielberg,Feature Race,Round 8 ,2022-07-10
39,55:39.467,1 LAP,1 LAP,181.404,1:16.650,28.0,18.0,25,A. Cordeel,Van Amersfoort Racing,Spielberg,Feature Race,Round 8 ,2022-07-10
39,55:46.082,1 LAP,6.615,181.045,1:16.536,39.0,19.0,3,J. Doohan,Virtuosi Racing,Spielberg,Feature Race,Round 8 ,2022-07-10
37,58:56.681,-,-,164.958,1:33.212,11.0,1.0,10,T. Pourchaire,ART Grand Prix,Budapest,Feature Race,Round 10 ,2022-07-31
37,59:00.322,3.641,3.641,164.788,1:33.071,14.0,2.0,22,E. Fittipaldi,Charouz Racing System,Budapest,Feature Race,Round 10 ,2022-07-31
37,59:02.608,5.927,2.286,164.682,1:33.206,14.0,3.0,17,A. Iwasa,DAMS,Budapest,Feature Race,Round 10 ,2022-07-31
37,59:03.441,6.760,0.833,164.643,1:31.973,30.0,4.0,9,F. Vesti,ART Grand Prix,Budapest,Feature Race,Round 10 ,2022-07-31
37,59:06.305,9.624,2.864,164.51,1:32.991,30.0,5.0,8,J. Vips,Hitech Grand Prix,Budapest,Feature Race,Round 10 ,2022-07-31
37,59:10.223,13.542,3.918,164.329,1:33.192,3.0,6.0,7,M. Armstrong,Hitech Grand Prix,Budapest,Feature Race,Round 10 ,2022-07-31
37,59:11.436,14.755,1.213,164.273,1:31.893,33.0,7.0,5,L. Lawson,Carlin,Budapest,Feature Race,Round 10 ,2022-07-31
37,59:16.837,20.156,5.401,164.023,1:32.393,31.0,8.0,20,R. Verschoor,Trident,Budapest,Feature Race,Round 10 ,2022-07-31
37,59:25.308,28.627,8.471,163.633,1:33.081,4.0,9.0,11,F. Drugovich,MP Motorsport,Budapest,Feature Race,Round 10 ,2022-07-31
37,59:25.911,29.230,0.603,163.606,1:32.834,31.0,10.0,6,L. Sargeant,Carlin,Budapest,Feature Race,Round 10 ,2022-07-31
37,59:39.180,42.499,13.269,162.999,1:33.145,10.0,11.0,2,J. Daruvala,PREMA Racing,Budapest,Feature Race,Round 10 ,2022-07-31
37,59:39.486,42.805,0.306,162.985,1:31.913,28.0,12.0,12,C. Novalak,MP Motorsport,Budapest,Feature Race,Round 10 ,2022-07-31
37,59:42.417,45.736,2.931,162.852,1:33.321,13.0,13.0,23,C. Bölükbasi,Charouz Racing System,Budapest,Feature Race,Round 10 ,2022-07-31
37,59:44.140,47.459,1.723,162.774,1:32.432,31.0,14.0,24,D. Beckmann,Van Amersfoort Racing,Budapest,Feature Race,Round 10 ,2022-07-31
37,59:44.350,47.669,0.210,162.764,1:33.649,14.0,15.0,4,M. Sato,Virtuosi Racing,Budapest,Feature Race,Round 10 ,2022-07-31
37,59:47.881,51.200,2.812,162.604,1:33.108,13.0,16.0,21,C. Williams,Trident,Budapest,Feature Race,Round 10 ,2022-07-31
37,59:52.765,56.084,4.884,162.383,1:31.352,34.0,17.0,25,A. Cordeel,Van Amersfoort Racing,Budapest,Feature Race,Round 10 ,2022-07-31
37,59:45.069,48.388,0.719,162.731,1:32.747,24.0,18.0,16,R. Nissany,DAMS,Budapest,Feature Race,Round 10 ,2022-07-31
37,1:00:14.662,77.981,21.897,161.399,1:31.204,36.0,19.0,1,D. Hauger,PREMA Racing,Budapest,Feature Race,Round 10 ,2022-07-31
36,58:06.361,1 LAP,-,162.815,1:33.982,14.0,20.0,14,O. Caldwell,Campos Racing,Budapest,Feature Race,Round 10 ,2022-07-31
34,54:54.798,DNF,-,162.708,1:33.287,13.0,21.0,15,R. Merhi,Campos Racing,Budapest,Feature Race,Round 10 ,2022-07-31
25,52:16.133,-,-,200.856,2:00.772,11.0,1.0,3,J. Doohan,Virtuosi Racing,Spa-Francorchamps,Feature Race,Round 11 ,2022-08-28
25,52:18.075,1.942,1.942,200.732,2:01.684,13.0,2.0,11,F. Drugovich,MP Motorsport,Spa-Francorchamps,Feature Race,Round 11 ,2022-08-28
25,52:24.847,8.714,6.772,200.3,2:01.354,11.0,3.0,5,L. Lawson,Carlin,Spa-Francorchamps,Feature Race,Round 11 ,2022-08-28
25,52:28.612,12.479,3.765,200.06,2:01.132,18.0,4.0,20,R. Verschoor,Trident,Spa-Francorchamps,Feature Race,Round 11 ,2022-08-28
25,52:37.399,21.266,8.787,199.503,2:02.126,11.0,5.0,6,L. Sargeant,Carlin,Spa-Francorchamps,Feature Race,Round 11 ,2022-08-28
25,52:38.498,22.365,1.099,199.434,2:02.143,13.0,6.0,24,D. Beckmann,Van Amersfoort Racing,Spa-Francorchamps,Feature Race,Round 11 ,2022-08-28
25,52:38.631,22.498,0.133,199.426,2:02.149,19.0,7.0,17,A. Iwasa,DAMS,Spa-Francorchamps,Feature Race,Round 11 ,2022-08-28
25,52:40.032,23.899,1.401,199.337,2:01.032,16.0,8.0,8,J. Vips,Hitech Grand Prix,Spa-Francorchamps,Feature Race,Round 11 ,2022-08-28
25,52:40.879,24.746,0.847,199.284,2:01.250,18.0,9.0,12,C. Novalak,MP Motorsport,Spa-Francorchamps,Feature Race,Round 11 ,2022-08-28
25,52:41.614,2.481,0.735,199.553,2:01.948,11.0,10.0,22,E. Fittipaldi,Charouz Racing System,Spa-Francorchamps,Feature Race,Round 11 ,2022-08-28
25,52:47.134,31.001,6.255,198.89,2:01.526,10.0,11.0,9,F. Vesti,ART Grand Prix,Spa-Francorchamps,Feature Race,Round 11 ,2022-08-28
25,52:53.604,37.471,6.470,198.485,2:02.208,13.0,12.0,1,D. Hauger,PREMA Racing,Spa-Francorchamps,Feature Race,Round 11 ,2022-08-28
25,52:55.889,39.756,2.285,198.342,2:02.528,9.0,13.0,7,M. Armstrong,Hitech Grand Prix,Spa-Francorchamps,Feature Race,Round 11 ,2022-08-28
25,52:56.816,40.683,0.927,198.284,2:01.477,10.0,14.0,15,R. Boschung,Campos Racing,Spa-Francorchamps,Feature Race,Round 11 ,2022-08-28
25,52:59.851,43.718,3.035,198.095,2:02.669,17.0,15.0,4,M. Sato,Virtuosi Racing,Spa-Francorchamps,Feature Race,Round 11 ,2022-08-28
25,53:01.816,45.683,1.965,197.972,2:03.302,11.0,16.0,21,C. Williams,Trident,Spa-Francorchamps,Feature Race,Round 11 ,2022-08-28
25,53:08.376,52.243,6.560,197.565,2:02.170,19.0,17.0,25,A. Cordeel,Van Amersfoort Racing,Spa-Francorchamps,Feature Race,Round 11 ,2022-08-28
25,53:13.517,57.384,5.141,197.247,2:03.306,11.0,18.0,23,T. Calderón,Charouz Racing System,Spa-Francorchamps,Feature Race,Round 11 ,2022-08-28
25,53:18.960,62.827,5.443,196.911,2:03.475,10.0,19.0,16,R. Nissany,DAMS,Spa-Francorchamps,Feature Race,Round 11 ,2022-08-28
25,54:02.491,106.358,43.531,194.268,2:00.677,22.0,20.0,2,J. Daruvala,PREMA Racing,Spa-Francorchamps,Feature Race,Round 11 ,2022-08-28
22,46:32.752,DNF,-,198.467,2:03.759,16.0,21.0,14,L. Zendeli,Campos Racing,Spa-Francorchamps,Feature Race,Round 11 ,2022-08-28
38,1:25:22.484,-,-,113.697,1:24.879,29.0,1.0,11,F. Drugovich,MP Motorsport,Zandvoort,Feature Race,Round 12 ,2022-09-04
38,1:25:24.889,2.405,2.405,113.643,1:25.064,30.0,2.0,20,R. Verschoor,Trident,Zandvoort,Feature Race,Round 12 ,2022-09-04
38,1:25:26.129,3.645,1.240,113.616,1:24.995,34.0,3.0,17,A. Iwasa,DAMS,Zandvoort,Feature Race,Round 12 ,2022-09-04
38,1:25:29.431,6.947,3.302,113.543,1:25.203,32.0,4.0,1,D. Hauger,PREMA Racing,Zandvoort,Feature Race,Round 12 ,2022-09-04
38,1:25:30.471,7.987,1.040,113.52,1:25.200,37.0,5.0,22,E. Fittipaldi,Charouz Racing System,Zandvoort,Feature Race,Round 12 ,2022-09-04
38,1:25:33.356,10.872,2.885,113.456,1:25.469,10.0,6.0,25,A. Cordeel,Van Amersfoort Racing,Zandvoort,Feature Race,Round 12 ,2022-09-04
38,1:25:34.884,12.400,1.528,113.422,1:24.934,14.0,7.0,8,J. Vips,Hitech Grand Prix,Zandvoort,Feature Race,Round 12 ,2022-09-04
38,1:25:37.093,14.609,1.413,113.373,1:25.510,29.0,8.0,14,O. Caldwell,Campos Racing,Zandvoort,Feature Race,Round 12 ,2022-09-04
38,1:25:38.046,15.562,0.953,113.352,1:23.339,30.0,9.0,10,T. Pourchaire,ART Grand Prix,Zandvoort,Feature Race,Round 12 ,2022-09-04
38,1:25:39.765,17.281,1.719,113.314,1:25.377,28.0,10.0,2,J. Daruvala,PREMA Racing,Zandvoort,Feature Race,Round 12 ,2022-09-04
38,1:25:40.983,18.499,1.218,113.287,1:25.571,11.0,11.0,21,C. Williams,Trident,Zandvoort,Feature Race,Round 12 ,2022-09-04
38,1:25:42.748,20.264,1.765,113.249,1:23.865,30.0,12.0,5,L. Lawson,Carlin,Zandvoort,Feature Race,Round 12 ,2022-09-04
38,1:25:48.085,25.601,5.337,113.131,1:24.329,28.0,13.0,7,M. Armstrong,Hitech Grand Prix,Zandvoort,Feature Race,Round 12 ,2022-09-04
38,1:25:51.869,29.385,2.241,113.048,1:23.078,31.0,14.0,9,F. Vesti,ART Grand Prix,Zandvoort,Feature Race,Round 12 ,2022-09-04
38,1:26:13.123,50.639,21.254,112.584,1:24.648,29.0,15.0,15,R. Boschung,Campos Racing,Zandvoort,Feature Race,Round 12 ,2022-09-04
38,1:25:35.680,13.196,0.796,113.404,1:25.044,15.0,16.0,24,D. Beckmann,Van Amersfoort Racing,Zandvoort,Feature Race,Round 12 ,2022-09-04
38,1:25:49.628,27.144,1.543,113.097,1:24.314,38.0,17.0,16,R. Nissany,DAMS,Zandvoort,Feature Race,Round 12 ,2022-09-04
30,1:06:39.193,-,-,156.164,1:33.986,26.0,1.0,2,J. Daruvala,PREMA Racing,Monza,Feature Race,Round 13 ,2022-09-11
30,1:06:41.163,1.970,1.970,156.087,1:34.014,19.0,2.0,9,F. Vesti,ART Grand Prix,Monza,Feature Race,Round 13 ,2022-09-11
30,1:06:45.684,6.491,0.753,155.911,1:34.244,26.0,3.0,22,E. Fittipaldi,Charouz Racing System,Monza,Feature Race,Round 13 ,2022-09-11
30,1:06:46.442,7.249,0.758,155.881,1:34.100,19.0,4.0,1,D. Hauger,PREMA Racing,Monza,Feature Race,Round 13 ,2022-09-11
30,1:06:46.994,7.801,0.552,155.86,1:34.087,19.0,5.0,24,D. Beckmann,Van Amersfoort Racing,Monza,Feature Race,Round 13 ,2022-09-11
30,1:06:49.695,10.502,2.701,155.755,1:34.035,27.0,6.0,11,F. Drugovich,MP Motorsport,Monza,Feature Race,Round 13 ,2022-09-11
30,1:06:51.931,12.738,2.236,155.668,1:34.091,18.0,7.0,25,A. Cordeel,Van Amersfoort Racing,Monza,Feature Race,Round 13 ,2022-09-11
30,1:07:07.143,27.950,15.212,155.08,1:35.182,23.0,8.0,12,C. Novalak,MP Motorsport,Monza,Feature Race,Round 13 ,2022-09-11
30,1:07:14.377,35.184,7.234,154.802,1:33.155,29.0,9.0,20,R. Verschoor,Trident,Monza,Feature Race,Round 13 ,2022-09-11
30,1:07:24.88,45.692,10.508,154.4,1:33.858,29.0,10.0,8,J. Vips,Hitech Grand Prix,Monza,Feature Race,Round 13 ,2022-09-11
30,1:07:26.715,47.522,1.830,154.33,1:33.771,23.0,11.0,4,M. Sato,Virtuosi Racing,Monza,Feature Race,Round 13 ,2022-09-11
30,1:07:33.911,54.718,7.196,154.056,1:34.026,25.0,12.0,7,M. Armstrong,Hitech Grand Prix,Monza,Feature Race,Round 13 ,2022-09-11
30,1:08:10.727,91.534,36.816,152.67,1:34.203,28.0,13.0,5,L. Lawson,Carlin,Monza,Feature Race,Round 13 ,2022-09-11
33,57:02.908,-,-,183.168,1:39.938,11.0,1.0,17,A. Iwasa,DAMS,Yas Island,Feature Race,Round 14 ,2022-11-20
33,57:03.738,0.830,0.830,183.124,1:39.831,11.0,2.0,11,F. Drugovich,MP Motorsport,Yas Island,Feature Race,Round 14 ,2022-11-20
33,57:04.256,1.348,0.518,183.096,1:39.884,9.0,3.0,5,L. Lawson,Carlin,Yas Island,Feature Race,Round 14 ,2022-11-20
