LAPS,TIME,GAP,INT.,KPH,BEST,LAP,POS,CAR,PILOT NAME,TEAM,CIRCUIT,TYPE,LAP SET ON,ROUND,DATE
30,41:51.284,-,-,143.51,1:23.012,27.0,1,18,N. de Vries,Rapax,Monte Carlo,Sprint Race,,Round 3 ,2017-05-27
30,42:01.118,9.834,-,142.95,1:23.206,4.0,2,19,J. Cecotto,Rapax,Monte Carlo,Sprint Race,,Round 3 ,2017-05-27
30,42:01.699,10.415,0.581,142.917,1:23.331,8.0,3,4,G. Malja,Racing Engineering,Monte Carlo,Sprint Race,,Round 3 ,2017-05-27
30,42:02.165,10.881,0.466,142.891,1:21.999,12.0,4,5,L. Ghiotto,RUSSIAN TIME,Monte Carlo,Sprint Race,,Round 3 ,2017-05-27
30,42:02.542,11.258,0.377,142.87,1:21.674,8.0,5,6,A. Markelov,RUSSIAN TIME,Monte Carlo,Sprint Race,,Round 3 ,2017-05-27
30,42:03.185,11.901,0.643,142.833,1:22.014,12.0,6,8,A. Albon,ART Grand Prix,Monte Carlo,Sprint Race,,Round 3 ,2017-05-27
30,42:04.911,13.627,1.726,142.736,1:22.419,4.0,7,7,N. Matsushita,ART Grand Prix,Monte Carlo,Sprint Race,,Round 3 ,2017-05-27
30,42:05.254,13.970,0.343,142.716,1:22.257,11.0,8,15,J. King,MP Motorsport,Monte Carlo,Sprint Race,,Round 3 ,2017-05-27
30,42:20.277,28.993,15.023,141.872,1:22.557,10.0,9,9,O. Rowland,DAMS,Monte Carlo,Sprint Race,,Round 3 ,2017-05-27
30,42:20.335,29.051,0.058,141.869,1:23.024,20.0,10,2,A. Fuoco,PREMA Racing,Monte Carlo,Sprint Race,,Round 3 ,2017-05-27
30,42:25.325,34.041,4.990,141.591,1:23.493,14.0,11,16,N. Jeffri,Trident,Monte Carlo,Sprint Race,,Round 3 ,2017-05-27
30,42:34.016,42.732,8.691,141.109,1:23.272,21.0,12,21,S. Gelael,Pertamina Arden,Monte Carlo,Sprint Race,,Round 3 ,2017-05-27
30,42:34.714,43.430,0.698,141.07,1:22.504,25.0,13,10,N. Latifi,DAMS,Monte Carlo,Sprint Race,,Round 3 ,2017-05-27
30,42:37.707,46.423,2.993,140.905,1:23.756,6.0,14,14,S. Sette Câmara,MP Motorsport,Monte Carlo,Sprint Race,,Round 3 ,2017-05-27
30,42:38.291,47.007,0.584,140.873,1:23.555,22.0,15,12,R. Visoiu,Campos Racing,Monte Carlo,Sprint Race,,Round 3 ,2017-05-27
30,42:44.463,53.179,6.172,140.534,1:23.308,26.0,16,3,L. Delétraz,Racing Engineering,Monte Carlo,Sprint Race,,Round 3 ,2017-05-27
30,42:46.961,55.677,2.498,140.397,1:22.782,29.0,17,17,S. Canamasas,Trident,Monte Carlo,Sprint Race,,Round 3 ,2017-05-27
41,1:00:46.545,-,-,135.07,1:21.562,27.0,1,9,O. Rowland,DAMS,Monte Carlo,Feature Race,,Round 3 ,2017-05-27
