LAPS,TIME,GAP,INT.,KPH,BEST,LAP,POS,CAR,PILOT NAME,TEAM,CIRCUIT,TYPE,LAP SET ON,ROUND,DATE
31,1:01:54.454,-,-,162.363,1:47.183,15.0,1,10,T. Pourchaire,ART Grand Prix,Sakhir,Feature Race,,Round 1 ,2022-03-20
31,1:01:55.379,0.925,0.925,162.323,1:47.750,15.0,2,5,L. Lawson,Carlin,Sakhir,Feature Race,,Round 1 ,2022-03-20
31,1:01:56.168,1.714,0.789,162.289,1:46.845,17.0,3,8,J. Vips,Hitech Grand Prix,Sakhir,Feature Race,,Round 1 ,2022-03-20
31,1:01:58.317,3.863,2.149,162.195,1:48.001,14.0,4,15,R. Boschung,Campos Racing,Sakhir,Feature Race,,Round 1 ,2022-03-20
31,1:01:59.060,4.606,0.743,162.162,1:48.525,17.0,5,7,M. Armstrong,Hitech Grand Prix,Sakhir,Feature Race,,Round 1 ,2022-03-20
31,1:02:00.176,5.722,1.116,162.114,1:47.341,11.0,6,11,F. Drugovich,MP Motorsport,Sakhir,Feature Race,,Round 1 ,2022-03-20
31,1:02:00.993,6.539,0.817,162.078,1:47.370,14.0,7,6,L. Sargeant,Carlin,Sakhir,Feature Race,,Round 1 ,2022-03-20
31,1:02:01.710,7.256,0.717,162.047,1:48.104,16.0,8,16,R. Nissany,DAMS,Sakhir,Feature Race,,Round 1 ,2022-03-20
31,1:02:02.462,8.008,0.752,162.014,1:47.879,13.0,9,24,J. Hughes,Van Amersfoort Racing,Sakhir,Feature Race,,Round 1 ,2022-03-20
31,1:02:03.308,8.854,0.846,161.977,1:48.600,19.0,10,3,J. Doohan,Virtuosi Racing,Sakhir,Feature Race,,Round 1 ,2022-03-20
31,1:02:04.528,10.074,1.220,161.924,1:48.069,12.0,11,22,E. Fittipaldi,Charouz Racing System,Sakhir,Feature Race,,Round 1 ,2022-03-20
31,1:02:05.807,11.353,1.279,161.869,1:48.036,16.0,12,4,M. Sato,Virtuosi Racing,Sakhir,Feature Race,,Round 1 ,2022-03-20
31,1:02:07.158,12.704,1.351,161.81,1:47.672,16.0,13,25,A. Cordeel,Van Amersfoort Racing,Sakhir,Feature Race,,Round 1 ,2022-03-20
31,1:02:08.815,14.361,1.657,161.738,1:47.833,16.0,14,2,J. Daruvala,PREMA Racing,Sakhir,Feature Race,,Round 1 ,2022-03-20
31,1:02:10.419,15.965,1.604,161.669,1:48.320,11.0,15,23,C. Bölükbasi,Charouz Racing System,Sakhir,Feature Race,,Round 1 ,2022-03-20
31,1:02:25.624,31.170,15.205,161.012,1:47.849,21.0,16,17,A. Iwasa,DAMS,Sakhir,Feature Race,,Round 1 ,2022-03-20
30,1:02.01.52,1 LAP,1 LAP,157.031,1:48.425,24.0,17,14,O. Caldwell,Campos Racing,Sakhir,Feature Race,,Round 1 ,2022-03-20
27,52:06.241,DNF,-,167.984,1:48.562,17.0,18,21,C. Williams,Trident,Sakhir,Feature Race,,Round 1 ,2022-03-20
