LAPS,TIME,GAP,INT.,KPH,BEST,LAP,POS,CAR,PILOT NAME,TEAM,CIRCUIT,TYPE,LAP SET ON,ROUND,DATE
28,57:08.634,-,-,176.375,1:55.891,20.0,1,8,J. Vips,Hitech Grand Prix,Baku,Feature Race,,Round 3 ,2021-06-06
28,57:14.786,6.152,6.152,176.059,1:55.990,16.0,2,2,O. Piastri,PREMA Racing,Baku,Feature Race,,Round 3 ,2021-06-06
28,57:21.257,12.623,6.471,175.728,1:56.194,20.0,3,1,R. Shwartzman,PREMA Racing,Baku,Feature Race,,Round 3 ,2021-06-06
28,57:31.034,22.400,9.777,175.23,1:56.650,11.0,4,4,F. Drugovich,UNI-Virtuosi,Baku,Feature Race,,Round 3 ,2021-06-06
28,57:33.052,24.418,2.018,175.128,1:56.920,17.0,5,21,R. Boschung,Campos Racing,Baku,Feature Race,,Round 3 ,2021-06-06
28,57:34.841,26.207,1.789,175.037,1:56.417,13.0,6,7,L. Lawson,Hitech Grand Prix,Baku,Feature Race,,Round 3 ,2021-06-06
28,57:36.715,28.081,1.874,174.942,1:56.834,22.0,7,6,J. Daruvala,Carlin Racing,Baku,Feature Race,,Round 3 ,2021-06-06
28,57:38.435,29.801,1.720,174.855,1:55.199,24.0,8,5,D. Ticktum,Carlin Racing,Baku,Feature Race,,Round 3 ,2021-06-06
28,57:42.692,34.058,4.257,174.641,1:56.933,13.0,9,9,C. Lundgaard,ART Grand Prix,Baku,Feature Race,,Round 3 ,2021-06-06
28,57:44.801,36.167,2.109,174.534,1:56.621,27.0,10,12,L. Zendeli,MP Motorsport,Baku,Feature Race,,Round 3 ,2021-06-06
28,57:45.627,36.993,0.826,174.493,1:55.726,26.0,11,22,J. Aitken,HWA RACELAB,Baku,Feature Race,,Round 3 ,2021-06-06
28,57:48.607,39.973,2.980,174.343,1:57.202,21.0,12,14,D. Beckmann,Charouz Racing System,Baku,Feature Race,,Round 3 ,2021-06-06
28,57:56.568,47.934,7.961,173.943,1:57.396,16.0,13,3,G. Zhou,UNI-Virtuosi,Baku,Feature Race,,Round 3 ,2021-06-06
28,57:57.428,48.794,0.860,173.9,1:56.537,28.0,14,11,R. Verschoor,MP Motorsport,Baku,Feature Race,,Round 3 ,2021-06-06
28,58:04.119,55.485,6.691,173.566,1:57.554,16.0,15,25,M. Sato,Trident,Baku,Feature Race,,Round 3 ,2021-06-06
28,58:04.459,55.825,0.340,173.55,1:57.155,14.0,16,16,R. Nissany,DAMS,Baku,Feature Race,,Round 3 ,2021-06-06
28,58:05.604,56.970,1.145,173.493,1:55.820,15.0,17,24,B. Viscaal,Trident,Baku,Feature Race,,Round 3 ,2021-06-06
27,58:18.746,1 LAP,1 LAP,166.664,1:57.076,26.0,18,15,G. Samaia,Charouz Racing System,Baku,Feature Race,,Round 3 ,2021-06-06
27,58:18.831,1 LAP,0.085,166.66,1:58.992,15.0,19,23,A. Deledda,HWA RACELAB,Baku,Feature Race,,Round 3 ,2021-06-06
21,46:05.704,-,-,163.955,1:56.123,21.0,1,8,J. Vips,Hitech Grand Prix,Baku,Sprint Race 2,,Round 3 ,2021-06-06
21,46:08.964,3.260,3.260,163.762,1:56.518,18.0,2,14,D. Beckmann,Charouz Racing System,Baku,Sprint Race 2,,Round 3 ,2021-06-06
21,46:09.587,3.883,0.623,163.725,1:56.467,19.0,3,6,J. Daruvala,Carlin Racing,Baku,Sprint Race 2,,Round 3 ,2021-06-06
21,46:10.348,4.644,0.761,163.68,1:56.372,15.0,4,24,B. Viscaal,Trident,Baku,Sprint Race 2,,Round 3 ,2021-06-06
21,46:10.706,5.002,0.358,163.659,1:56.171,17.0,5,1,R. Shwartzman,PREMA Racing,Baku,Sprint Race 2,,Round 3 ,2021-06-06
21,46:11.917,6.213,1.211,163.588,1:56.132,19.0,6,5,D. Ticktum,Carlin Racing,Baku,Sprint Race 2,,Round 3 ,2021-06-06
21,46:12.455,6.751,0.538,163.556,1:56.189,20.0,7,7,L. Lawson,Hitech Grand Prix,Baku,Sprint Race 2,,Round 3 ,2021-06-06
21,46:14.842,9.138,2.387,163.415,1:56.020,16.0,8,2,O. Piastri,PREMA Racing,Baku,Sprint Race 2,,Round 3 ,2021-06-06
21,46:19.019,13.315,4.177,163.169,1:56.158,16.0,9,10,T. Pourchaire,ART Grand Prix,Baku,Sprint Race 2,,Round 3 ,2021-06-06
21,46:21.177,15.473,2.158,163.043,1:56.732,19.0,10,4,F. Drugovich,UNI-Virtuosi,Baku,Sprint Race 2,,Round 3 ,2021-06-06
21,46:23.679,17.975,2.502,162.896,1:56.989,12.0,11,20,M. Nannini,Campos Racing,Baku,Sprint Race 2,,Round 3 ,2021-06-06
21,46:28.532,22.828,4.853,162.613,1:57.200,12.0,12,22,J. Aitken,HWA RACELAB,Baku,Sprint Race 2,,Round 3 ,2021-06-06
21,46:31.379,25.675,2.847,162.447,1:57.133,21.0,13,25,M. Sato,Trident,Baku,Sprint Race 2,,Round 3 ,2021-06-06
21,46:55.685,49.981,24.306,161.045,1:57.804,13.0,14,15,G. Samaia,Charouz Racing System,Baku,Sprint Race 2,,Round 3 ,2021-06-06
21,46:57.741,52.037,2.056,160.927,1:58.993,21.0,15,23,A. Deledda,HWA RACELAB,Baku,Sprint Race 2,,Round 3 ,2021-06-06
21,47:37.522,91.818,39.781,158.687,1:57.372,16.0,16,16,R. Nissany,DAMS,Baku,Sprint Race 2,,Round 3 ,2021-06-06
21,44:35.734,-,-,169.468,1:57.060,21.0,1,1,R. Shwartzman,PREMA Racing,Baku,Sprint Race 1,,Round 3 ,2021-06-06
21,44:40.878,5.144,5.144,169.143,1:57.130,21.0,2,5,D. Ticktum,Carlin Racing,Baku,Sprint Race 1,,Round 3 ,2021-06-06
21,44:44.606,8.872,3.728,168.908,1:57.620,19.0,3,3,G. Zhou,UNI-Virtuosi,Baku,Sprint Race 1,,Round 3 ,2021-06-06
21,44:46.086,10.352,1.480,168.815,1:57.502,18.0,4,6,J. Daruvala,Carlin Racing,Baku,Sprint Race 1,,Round 3 ,2021-06-06
21,44:46.773,11.039,0.687,168.772,1:56.928,21.0,5,10,T. Pourchaire,ART Grand Prix,Baku,Sprint Race 1,,Round 3 ,2021-06-06
21,44:48.858,13.124,2.085,168.641,1:57.396,15.0,6,21,R. Boschung,Campos Racing,Baku,Sprint Race 1,,Round 3 ,2021-06-06
21,44:50.189,14.455,1.331,168.557,1:57.727,18.0,7,17,M. Armstrong,DAMS,Baku,Sprint Race 1,,Round 3 ,2021-06-06
21,44:50.258,14.524,0.069,168.553,1:57.690,9.0,8,8,J. Vips,Hitech Grand Prix,Baku,Sprint Race 1,,Round 3 ,2021-06-06
21,44:53.033,17.299,2.775,168.379,1:57.946,12.0,9,14,D. Beckmann,Charouz Racing System,Baku,Sprint Race 1,,Round 3 ,2021-06-06
21,44:53.498,17.764,0.465,168.35,1:57.598,12.0,10,24,B. Viscaal,Trident,Baku,Sprint Race 1,,Round 3 ,2021-06-06
21,44:55.472,19.738,1.974,168.227,1:57.661,16.0,11,9,C. Lundgaard,ART Grand Prix,Baku,Sprint Race 1,,Round 3 ,2021-06-06
21,44:56.798,21.064,1.326,168.144,1:57.754,19.0,12,11,R. Verschoor,MP Motorsport,Baku,Sprint Race 1,,Round 3 ,2021-06-06
21,44:57.571,21.837,0.773,168.096,1:57.353,21.0,13,12,L. Zendeli,MP Motorsport,Baku,Sprint Race 1,,Round 3 ,2021-06-06
21,45:01.583,25.849,4.012,167.846,1:57.811,16.0,14,4,F. Drugovich,UNI-Virtuosi,Baku,Sprint Race 1,,Round 3 ,2021-06-06
21,45:11.704,35.970,10.121,167.22,1:58.245,15.0,15,20,M. Nannini,Campos Racing,Baku,Sprint Race 1,,Round 3 ,2021-06-06
