LAPS,TIME,GAP,INT.,KPH,BEST,LAP,POS,CAR,PILOT NAME,TEAM,CIRCUIT,TYPE,LAP SET ON,ROUND,DATE
30,56:39.491,-,-,183.713,1:35.396,14.0,1,2,O. Piastri,PREMA Racing,Monza,Feature Race,,Round 5 ,2021-09-12
30,56:40.534,1.043,1.043,183.656,1:35.184,14.0,2,3,G. Zhou,UNI-Virtuosi,Monza,Feature Race,,Round 5 ,2021-09-12
30,56:41.309,1.818,0.775,183.615,1:35.375,28.0,3,5,D. Ticktum,Carlin Racing,Monza,Feature Race,,Round 5 ,2021-09-12
30,56:41.557,2.066,0.248,183.601,1:35.059,14.0,4,10,T. Pourchaire,ART Grand Prix,Monza,Feature Race,,Round 5 ,2021-09-12
30,56:41.936,2.445,0.379,183.581,1:35.075,16.0,5,6,J. Daruvala,Carlin Racing,Monza,Feature Race,,Round 5 ,2021-09-12
30,56:42.219,2.728,0.283,183.565,1:35.202,15.0,6,1,R. Shwartzman,PREMA Racing,Monza,Feature Race,,Round 5 ,2021-09-12
30,56:43.051,3.560,0.230,183.521,1:35.866,28.0,7,12,L. Zendeli,MP Motorsport,Monza,Feature Race,,Round 5 ,2021-09-12
30,56:43.455,3.964,0.404,183.499,1:35.552,15.0,8,16,R. Nissany,DAMS,Monza,Feature Race,,Round 5 ,2021-09-12
30,56:43.968,4.477,0.513,183.471,1:35.645,28.0,9,17,M. Armstrong,DAMS,Monza,Feature Race,,Round 5 ,2021-09-12
30,56:44.506,5.015,0.538,183.442,1:35.807,17.0,10,9,C. Lundgaard,ART Grand Prix,Monza,Feature Race,,Round 5 ,2021-09-12
30,56:48.181,8.690,3.675,183.244,1:35.289,15.0,11,14,E. Fittipaldi,Charouz Racing System,Monza,Feature Race,,Round 5 ,2021-09-12
30,56:48.284,8.793,0.103,183.239,1:35.873,18.0,12,4,F. Drugovich,UNI-Virtuosi,Monza,Feature Race,,Round 5 ,2021-09-12
30,56:49.597,10.106,1.313,183.168,1:36.534,15.0,13,22,J. Hughes,HWA RACELAB,Monza,Feature Race,,Round 5 ,2021-09-12
30,56:56.529,17.038,6.932,182.797,1:36.524,13.0,14,21,R. Boschung,Campos Racing,Monza,Feature Race,,Round 5 ,2021-09-12
28,52:18.115,DNF,-,185.723,1:35.710,16.0,15,24,B. Viscaal,Trident,Monza,Feature Race,,Round 5 ,2021-09-12
28,52:19.136,DNF,-,185.663,1:35.368,28.0,16,20,D. Beckmann,Campos Racing,Monza,Feature Race,,Round 5 ,2021-09-12
21,34:37.701,-,-,210.25,1:35.563,7.0,1,6,J. Daruvala,Carlin Racing,Monza,Sprint Race 2,,Round 5 ,2021-09-12
21,34:43.815,6.114,6.114,209.633,1:35.497,7.0,2,24,B. Viscaal,Trident,Monza,Sprint Race 2,,Round 5 ,2021-09-12
21,34:47.089,9.388,3.274,209.305,1:35.701,8.0,3,1,R. Shwartzman,PREMA Racing,Monza,Sprint Race 2,,Round 5 ,2021-09-12
21,34:47.663,9.962,0.574,209.247,1:35.780,10.0,4,7,L. Lawson,Hitech Grand Prix,Monza,Sprint Race 2,,Round 5 ,2021-09-12
21,34:48.530,10.829,0.867,209.16,1:35.649,6.0,5,20,D. Beckmann,Campos Racing,Monza,Sprint Race 2,,Round 5 ,2021-09-12
21,34:48.873,11.172,0.343,209.126,1:35.682,7.0,6,8,J. Vips,Hitech Grand Prix,Monza,Sprint Race 2,,Round 5 ,2021-09-12
21,34:49.436,11.735,0.563,209.07,1:35.239,6.0,7,2,O. Piastri,PREMA Racing,Monza,Sprint Race 2,,Round 5 ,2021-09-12
21,34:49.916,12.215,0.480,209.021,1:35.366,7.0,8,3,G. Zhou,UNI-Virtuosi,Monza,Sprint Race 2,,Round 5 ,2021-09-12
21,34:50.646,12.945,0.730,208.949,1:35.412,7.0,9,21,R. Boschung,Campos Racing,Monza,Sprint Race 2,,Round 5 ,2021-09-12
21,34:53.126,15.425,2.480,208.701,1:35.904,7.0,10,10,T. Pourchaire,ART Grand Prix,Monza,Sprint Race 2,,Round 5 ,2021-09-12
21,34:53.350,15.649,0.224,208.679,1:35.571,10.0,11,5,D. Ticktum,Carlin Racing,Monza,Sprint Race 2,,Round 5 ,2021-09-12
21,34:55.501,17.800,2.151,208.464,1:36.060,6.0,12,12,L. Zendeli,MP Motorsport,Monza,Sprint Race 2,,Round 5 ,2021-09-12
21,34:59.408,21.707,3.907,208.076,1:35.986,17.0,13,11,R. Verschoor,MP Motorsport,Monza,Sprint Race 2,,Round 5 ,2021-09-12
21,35:03.168,25.467,3.760,207.704,1:35.913,15.0,14,9,C. Lundgaard,ART Grand Prix,Monza,Sprint Race 2,,Round 5 ,2021-09-12
21,35:04.512,26.811,1.344,207.572,1:35.944,10.0,15,17,M. Armstrong,DAMS,Monza,Sprint Race 2,,Round 5 ,2021-09-12
21,35:10.915,33.214,6.403,206.942,1:36.481,15.0,16,14,E. Fittipaldi,Charouz Racing System,Monza,Sprint Race 2,,Round 5 ,2021-09-12
21,35:13.055,35.354,2.140,206.733,1:36.635,16.0,17,4,F. Drugovich,UNI-Virtuosi,Monza,Sprint Race 2,,Round 5 ,2021-09-12
21,35:17.750,40.049,4.695,206.274,1:36.456,8.0,18,16,R. Nissany,DAMS,Monza,Sprint Race 2,,Round 5 ,2021-09-12
21,35:21.173,43.472,3.423,205.941,1:36.934,9.0,19,23,A. Deledda,HWA RACELAB,Monza,Sprint Race 2,,Round 5 ,2021-09-12
21,35:59.827,82.126,38.654,202.256,1:36.196,8.0,20,25,M. Sato,Trident,Monza,Sprint Race 2,,Round 5 ,2021-09-12
21,39:12.495,-,-,185.691,1:34.314,16.0,1,10,T. Pourchaire,ART Grand Prix,Monza,Sprint Race 1,,Round 5 ,2021-09-12
21,39:16.855,4.360,4.360,185.348,1:34.627,8.0,2,3,G. Zhou,UNI-Virtuosi,Monza,Sprint Race 1,,Round 5 ,2021-09-12
21,39:19.424,6.929,2.569,185.146,1:34.572,9.0,3,9,C. Lundgaard,ART Grand Prix,Monza,Sprint Race 1,,Round 5 ,2021-09-12
21,39:20.189,7.694,0.765,185.086,1:34.905,16.0,4,2,O. Piastri,PREMA Racing,Monza,Sprint Race 1,,Round 5 ,2021-09-12
21,39:22.262,9.767,2.073,184.923,1:35.078,17.0,5,7,L. Lawson,Hitech Grand Prix,Monza,Sprint Race 1,,Round 5 ,2021-09-12
21,39:23.242,10.747,0.980,184.847,1:34.570,8.0,6,1,R. Shwartzman,PREMA Racing,Monza,Sprint Race 1,,Round 5 ,2021-09-12
21,39:23.999,11.504,0.757,184.787,1:35.333,17.0,7,24,B. Viscaal,Trident,Monza,Sprint Race 1,,Round 5 ,2021-09-12
21,39:25.284,12.789,1.285,184.687,1:35.029,8.0,8,8,J. Vips,Hitech Grand Prix,Monza,Sprint Race 1,,Round 5 ,2021-09-12
21,39:25.663,13.168,0.379,184.657,1:34.966,17.0,9,6,J. Daruvala,Carlin Racing,Monza,Sprint Race 1,,Round 5 ,2021-09-12
