LAPS,TIME,GAP,INT.,KPH,BEST,LAP,POS,CAR,PILOT NAME,TEAM,CIRCUIT,TYPE,LAP SET ON,ROUND,DATE
26,45:21.511,-,-,159.931,1:31.237,26.0,1,7,J. Aitken,ART Grand Prix,Barcelona,Sprint Race,,Round 3 ,2018-05-13
26,45:23.061,1.550,1.550,159.84,1:31.444,26.0,2,5,A. Albon,DAMS,Barcelona,Sprint Race,,Round 3 ,2018-05-13
26,45:24.375,2.864,1.314,159.763,1:31.298,26.0,3,19,L. Norris,Carlin,Barcelona,Sprint Race,,Round 3 ,2018-05-13
26,45:29.617,8.106,5.242,159.456,1:30.987,26.0,4,8,G. Russell,ART Grand Prix,Barcelona,Sprint Race,,Round 3 ,2018-05-13
26,45:32.620,11.109,3.003,159.28,1:31.887,16.0,5,14,L. Ghiotto,Campos Vexatec Racing,Barcelona,Sprint Race,,Round 3 ,2018-05-13
26,45:35.213,13.702,2.593,159.129,1:31.865,25.0,6,3,S. Gelael,PERTAMINA PREMA Theodore Racing,Barcelona,Sprint Race,,Round 3 ,2018-05-13
26,45:36.348,14.837,1.135,159.063,1:31.695,25.0,7,21,A. Fuoco,Charouz Racing System,Barcelona,Sprint Race,,Round 3 ,2018-05-13
26,45:50.189,28.678,13.841,158.263,1:32.426,15.0,8,6,N. Latifi,DAMS,Barcelona,Sprint Race,,Round 3 ,2018-05-13
26,45:50.576,29.065,0.387,158.241,1:32.259,25.0,9,1,A. Markelov,RUSSIAN TIME,Barcelona,Sprint Race,,Round 3 ,2018-05-13
26,45:50.948,29.437,0.372,158.219,1:32.641,15.0,10,20,L. Delétraz,Charouz Racing System,Barcelona,Sprint Race,,Round 3 ,2018-05-13
26,45:52.507,30.996,1.559,158.13,1:33.301,25.0,11,17,S. Ferrucci,Trident,Barcelona,Sprint Race,,Round 3 ,2018-05-13
26,45:53.939,32.428,1.432,158.047,1:32.645,25.0,12,11,M. Günther,BWT Arden,Barcelona,Sprint Race,,Round 3 ,2018-05-13
26,45:54.747,33.236,0.808,158.001,1:32.644,15.0,13,16,A. Maini,Trident,Barcelona,Sprint Race,,Round 3 ,2018-05-13
26,45:57.183,35.672,2.436,157.861,1:32.123,25.0,14,15,R. Nissany,Campos Vexatec Racing,Barcelona,Sprint Race,,Round 3 ,2018-05-13
36,1:02:58.902,-,-,159.526,1:30.624,33.0,1,8,G. Russell,ART Grand Prix,Barcelona,Feature Race,,Round 3 ,2018-05-13
36,1:02:59.938,1.036,1.036,159.482,1:30.821,33.0,2,4,N. de Vries,PERTAMINA PREMA Theodore Racing,Barcelona,Feature Race,,Round 3 ,2018-05-13
36,1:03:00.662,1.760,0.724,159.452,1:30.660,34.0,3,19,L. Norris,Carlin,Barcelona,Feature Race,,Round 3 ,2018-05-13
36,1:03:04.616,5.714,3.954,159.285,1:30.905,32.0,4,14,L. Ghiotto,Campos Vexatec Racing,Barcelona,Feature Race,,Round 3 ,2018-05-13
36,1:03:05.000,6.098,0.384,159.269,1:30.556,35.0,5,5,A. Albon,DAMS,Barcelona,Feature Race,,Round 3 ,2018-05-13
36,1:03:07.116,8.214,2.116,159.18,1:30.918,34.0,6,7,J. Aitken,ART Grand Prix,Barcelona,Feature Race,,Round 3 ,2018-05-13
36,1:03:08.732,9.830,1.616,159.112,1:30.606,34.0,7,18,S. Sette Câmara,Carlin,Barcelona,Feature Race,,Round 3 ,2018-05-13
36,1:03:19.759,20.857,11.027,158.65,1:30.550,36.0,8,1,A. Markelov,RUSSIAN TIME,Barcelona,Feature Race,,Round 3 ,2018-05-13
36,1:03:22.852,23.950,3.093,158.521,1:31.341,33.0,9,2,T. Makino,RUSSIAN TIME,Barcelona,Feature Race,,Round 3 ,2018-05-13
36,1:03:24.191,25.289,1.339,158.465,1:31.673,34.0,10,21,A. Fuoco,Charouz Racing System,Barcelona,Feature Race,,Round 3 ,2018-05-13
36,1:03:28.052,29.150,3.861,158.305,1:30.143,35.0,11,12,N. Fukuzumi,BWT Arden,Barcelona,Feature Race,,Round 3 ,2018-05-13
36,1:03:35.621,36.719,7.569,157.991,1:31.304,33.0,12,15,R. Nissany,Campos Vexatec Racing,Barcelona,Feature Race,,Round 3 ,2018-05-13
36,1:03:57.673,58.771,22.052,157.083,1:31.781,36.0,13,9,R. Merhi,MP Motorsport,Barcelona,Feature Race,,Round 3 ,2018-05-13
35,1:03:12.520,1 LAP,1 LAP,154.534,1:30.039,34.0,14,6,N. Latifi,DAMS,Barcelona,Feature Race,,Round 3 ,2018-05-13
11,1:28.142,-,-,190.125,,,1,5,A. Albon,DAMS,Barcelona,Qualifying Session,17:19:38,Round 3 ,2018-05-13
11,1:28.369,0.227,0.227,189.636,,,2,4,N. de Vries,PERTAMINA PREMA Theodore Racing,Barcelona,Qualifying Session,17:30:13,Round 3 ,2018-05-13
11,1:28.400,0.258,0.031,189.57,,,3,14,L. Ghiotto,Campos Vexatec Racing,Barcelona,Qualifying Session,17:30:21,Round 3 ,2018-05-13
11,1:28.524,0.382,0.124,189.304,,,4,8,G. Russell,ART Grand Prix,Barcelona,Qualifying Session,17:30:03,Round 3 ,2018-05-13
11,1:28.579,0.437,0.055,189.187,,,5,7,J. Aitken,ART Grand Prix,Barcelona,Qualifying Session,17:29:45,Round 3 ,2018-05-13
11,1:28.605,0.463,0.026,189.131,,,6,6,N. Latifi,DAMS,Barcelona,Qualifying Session,17:19:10,Round 3 ,2018-05-13
11,1:28.620,0.478,0.015,189.099,,,7,2,T. Makino,RUSSIAN TIME,Barcelona,Qualifying Session,17:29:55,Round 3 ,2018-05-13
10,1:28.923,0.781,0.303,188.455,,,8,19,L. Norris,Carlin,Barcelona,Qualifying Session,17:26:03,Round 3 ,2018-05-13
11,1:28.970,0.828,0.047,188.355,,,9,10,R. Boschung,MP Motorsport,Barcelona,Qualifying Session,17:30:16,Round 3 ,2018-05-13
11,1:29.081,0.939,0.111,188.12,,,10,9,R. Merhi,MP Motorsport,Barcelona,Qualifying Session,17:30:06,Round 3 ,2018-05-13
13,1:29.130,0.988,0.049,188.017,,,11,21,A. Fuoco,Charouz Racing System,Barcelona,Qualifying Session,17:29:12,Round 3 ,2018-05-13
11,1:29.136,0.994,0.006,188.004,,,12,20,L. Delétraz,Charouz Racing System,Barcelona,Qualifying Session,17:04:17,Round 3 ,2018-05-13
12,1:29.143,1.001,0.007,187.99,,,13,11,M. Günther,BWT Arden,Barcelona,Qualifying Session,17:29:30,Round 3 ,2018-05-13
5,1:29.256,1.114,0.113,187.752,,,14,18,S. Sette Câmara,Carlin,Barcelona,Qualifying Session,17:31:35,Round 3 ,2018-05-13
11,1:29.284,1.142,0.028,187.693,,,15,15,R. Nissany,Campos Vexatec Racing,Barcelona,Qualifying Session,17:30:30,Round 3 ,2018-05-13
11,1:29.307,1.165,0.023,187.644,,,16,3,S. Gelael,PERTAMINA PREMA Theodore Racing,Barcelona,Qualifying Session,17:30:01,Round 3 ,2018-05-13
12,1:29.376,1.234,0.069,187.5,,,17,12,N. Fukuzumi,BWT Arden,Barcelona,Qualifying Session,17:29:23,Round 3 ,2018-05-13
11,1:29.407,1.265,0.031,187.434,,,18,16,A. Maini,Trident,Barcelona,Qualifying Session,17:26:31,Round 3 ,2018-05-13
11,1:29.585,1.443,0.178,187.062,,,19,1,A. Markelov,RUSSIAN TIME,Barcelona,Qualifying Session,17:27:12,Round 3 ,2018-05-13
6,1:30.440,2.298,0.855,185.294,,,20,17,S. Ferrucci,Trident,Barcelona,Qualifying Session,17:04:00,Round 3 ,2018-05-13
14,1:29.327,-,-,187.602,,,1,5,A. Albon,DAMS,Barcelona,Free Practice,13:28:04,Round 3 ,2018-05-13
15,1:29.621,0.294,0.294,186.987,,,2,18,S. Sette Câmara,Carlin,Barcelona,Free Practice,13:26:41,Round 3 ,2018-05-13
16,1:29.764,0.437,0.143,186.689,,,3,14,L. Ghiotto,Campos Vexatec Racing,Barcelona,Free Practice,13:26:57,Round 3 ,2018-05-13
14,1:29.878,0.551,0.114,186.452,,,4,4,N. de Vries,PERTAMINA PREMA Theodore Racing,Barcelona,Free Practice,13:33:00,Round 3 ,2018-05-13
17,1:29.991,0.664,0.113,186.218,,,5,19,L. Norris,Carlin,Barcelona,Free Practice,13:26:26,Round 3 ,2018-05-13
16,1:30.161,0.834,0.170,185.867,,,6,21,A. Fuoco,Charouz Racing System,Barcelona,Free Practice,13:34:04,Round 3 ,2018-05-13
16,1:30.182,0.855,0.021,185.824,,,7,9,R. Merhi,MP Motorsport,Barcelona,Free Practice,13:45:59,Round 3 ,2018-05-13
17,1:30.292,0.965,0.110,185.597,,,8,8,G. Russell,ART Grand Prix,Barcelona,Free Practice,13:46:30,Round 3 ,2018-05-13
17,1:30.337,1.010,0.045,185.505,,,9,15,R. Nissany,Campos Vexatec Racing,Barcelona,Free Practice,13:26:51,Round 3 ,2018-05-13
17,1:30.387,1.060,0.050,185.402,,,10,7,J. Aitken,ART Grand Prix,Barcelona,Free Practice,13:32:12,Round 3 ,2018-05-13
18,1:30.438,1.111,0.051,185.298,,,11,20,L. Delétraz,Charouz Racing System,Barcelona,Free Practice,13:32:06,Round 3 ,2018-05-13
16,1:30.650,1.323,0.212,184.864,,,12,6,N. Latifi,DAMS,Barcelona,Free Practice,13:31:09,Round 3 ,2018-05-13
12,1:30.669,1.342,0.019,184.826,,,13,2,T. Makino,RUSSIAN TIME,Barcelona,Free Practice,13:26:17,Round 3 ,2018-05-13
16,1:30.675,1.348,0.006,184.813,,,14,1,A. Markelov,RUSSIAN TIME,Barcelona,Free Practice,13:30:46,Round 3 ,2018-05-13
16,1:30.826,1.499,0.151,184.506,,,15,11,M. Günther,BWT Arden,Barcelona,Free Practice,13:31:06,Round 3 ,2018-05-13
18,1:30.914,1.587,0.088,184.328,,,16,16,A. Maini,Trident,Barcelona,Free Practice,13:27:07,Round 3 ,2018-05-13
16,1:31.035,1.708,0.121,184.083,,,17,12,N. Fukuzumi,BWT Arden,Barcelona,Free Practice,13:46:11,Round 3 ,2018-05-13
14,1:31.179,1.852,0.144,183.792,,,18,3,S. Gelael,PERTAMINA PREMA Theodore Racing,Barcelona,Free Practice,13:28:59,Round 3 ,2018-05-13
2,1:50.513,21.186,19.334,151.638,,,19,17,S. Ferrucci,Trident,Barcelona,Free Practice,13:04:02,Round 3 ,2018-05-13
4,1:53.538,24.211,3.025,147.598,,,20,10,R. Boschung,MP Motorsport,Barcelona,Free Practice,13:15:15,Round 3 ,2018-05-13
