LAPS,TIME,GAP,INT.,KPH,BEST,LAP,POS,CAR,PILOT NAME,TEAM,CIRCUIT,TYPE,LAP SET ON,ROUND,DATE
28,53:20.402,-,-,183.965,1:51.566,19.0,1,2,O. Piastri,PREMA Racing,Sochi,Feature Race,,Round 6 ,2021-09-26
28,53:22.330,1.928,1.928,183.854,1:51.256,14.0,2,10,T. Pourchaire,ART Grand Prix,Sochi,Feature Race,,Round 6 ,2021-09-26
28,53:33.003,12.601,10.673,183.243,1:51.319,16.0,3,6,J. Daruvala,Carlin Racing,Sochi,Feature Race,,Round 6 ,2021-09-26
28,53:34.887,14.485,1.884,183.136,1:51.732,20.0,4,1,R. Shwartzman,PREMA Racing,Sochi,Feature Race,,Round 6 ,2021-09-26
28,53:38.460,18.058,3.573,182.932,1:51.457,15.0,5,5,D. Ticktum,Carlin Racing,Sochi,Feature Race,,Round 6 ,2021-09-26
28,53:42.579,22.177,4.119,182.699,1:51.179,16.0,6,3,G. Zhou,UNI-Virtuosi,Sochi,Feature Race,,Round 6 ,2021-09-26
28,53:50.998,30.596,8.419,182.222,1:50.917,20.0,7,7,L. Lawson,Hitech Grand Prix,Sochi,Feature Race,,Round 6 ,2021-09-26
28,53:53.853,33.451,2.855,182.062,1:51.662,17.0,8,11,R. Verschoor,MP Motorsport,Sochi,Feature Race,,Round 6 ,2021-09-26
28,53:58.177,37.775,4.324,181.818,1:51.365,15.0,9,9,C. Lundgaard,ART Grand Prix,Sochi,Feature Race,,Round 6 ,2021-09-26
28,53:59.520,39.118,1.343,181.743,1:51.916,15.0,10,20,D. Beckmann,Campos Racing,Sochi,Feature Race,,Round 6 ,2021-09-26
28,54:04.226,43.824,4.706,181.479,1:51.537,14.0,11,17,M. Armstrong,DAMS,Sochi,Feature Race,,Round 6 ,2021-09-26
28,54:04.884,44.482,0.658,181.443,1:51.937,14.0,12,14,E. Fittipaldi,Charouz Racing System,Sochi,Feature Race,,Round 6 ,2021-09-26
28,54:06.200,45.798,1.316,181.369,1:51.141,21.0,13,15,G. Samaia,Charouz Racing System,Sochi,Feature Race,,Round 6 ,2021-09-26
28,54:12.304,51.902,6.104,181.029,1:51.264,21.0,14,25,M. Sato,Trident,Sochi,Feature Race,,Round 6 ,2021-09-26
28,54:18.593,58.191,6.289,180.679,1:51.727,21.0,15,16,R. Nissany,DAMS,Sochi,Feature Race,,Round 6 ,2021-09-26
28,54:28.772,68.370,10.179,180.117,1:51.389,16.0,16,12,L. Zendeli,MP Motorsport,Sochi,Feature Race,,Round 6 ,2021-09-26
28,54:45.355,84.953,16.583,179.208,1:52.625,22.0,17,23,A. Deledda,HWA RACELAB,Sochi,Feature Race,,Round 6 ,2021-09-26
27,53:24.706,1 LAP,1 LAP,177.148,1:50.960,23.0,18,22,J. Hughes,HWA RACELAB,Sochi,Feature Race,,Round 6 ,2021-09-26
25,48:05.267,DNF,-,182.168,1:51.668,17.0,19,21,R. Boschung,Campos Racing,Sochi,Feature Race,,Round 6 ,2021-09-26
18,36:37.195,-,-,172.144,1:50.899,16.0,1,5,D. Ticktum,Carlin Racing,Sochi,Sprint Race 1,,Round 6 ,2021-09-26
18,36:41.617,4.422,4.422,171.798,1:50.886,15.0,2,8,J. Vips,Hitech Grand Prix,Sochi,Sprint Race 1,,Round 6 ,2021-09-26
18,36:43.833,6.638,2.216,171.625,1:51.280,14.0,3,1,R. Shwartzman,PREMA Racing,Sochi,Sprint Race 1,,Round 6 ,2021-09-26
18,36:46.089,8.894,2.256,171.45,1:51.502,14.0,4,22,J. Hughes,HWA RACELAB,Sochi,Sprint Race 1,,Round 6 ,2021-09-26
18,36:47.019,9.824,0.930,171.377,1:50.669,16.0,5,10,T. Pourchaire,ART Grand Prix,Sochi,Sprint Race 1,,Round 6 ,2021-09-26
