LAPS,TIME,GAP,INT.,KPH,BEST,LAP,POS,CAR,PILOT NAME,TEAM,CIRCUIT,TYPE,LAP SET ON,ROUND,DATE
21,41:32.101,-,-,181.955,1:56.891,18.0,1,8,G. Russell,ART Grand Prix,Baku,Sprint Race,,Round 2 ,2018-04-29
21,41:36.875,4.774,2.170,181.607,1:57.218,18.0,2,4,N. de Vries,PERTAMINA PREMA Theodore Racing,Baku,Sprint Race,,Round 2 ,2018-04-29
21,41:37.117,5.016,0.242,181.59,1:57.306,21.0,3,6,N. Latifi,DAMS,Baku,Sprint Race,,Round 2 ,2018-04-29
21,41:37.943,5.842,0.826,181.53,1:57.316,16.0,4,19,L. Norris,Carlin,Baku,Sprint Race,,Round 2 ,2018-04-29
21,41:45.707,13.606,7.764,180.967,1:57.623,20.0,5,16,A. Maini,Trident,Baku,Sprint Race,,Round 2 ,2018-04-29
21,41:51.209,19.108,5.502,180.571,1:57.361,21.0,6,17,S. Ferrucci,Trident,Baku,Sprint Race,,Round 2 ,2018-04-29
21,41:54.492,22.391,3.283,180.335,1:57.871,8.0,7,9,R. Merhi,MP Motorsport,Baku,Sprint Race,,Round 2 ,2018-04-29
21,41:56.480,24.379,1.988,180.193,1:58.215,6.0,8,10,R. Boschung,MP Motorsport,Baku,Sprint Race,,Round 2 ,2018-04-29
21,41:57.231,25.130,0.751,180.139,1:58.418,8.0,9,2,T. Makino,RUSSIAN TIME,Baku,Sprint Race,,Round 2 ,2018-04-29
21,42:18.662,46.561,21.431,178.618,1:59.066,7.0,10,20,L. Delétraz,Charouz Racing System,Baku,Sprint Race,,Round 2 ,2018-04-29
21,42:52.632,80.531,33.970,176.26,1:56.774,21.0,11,7,J. Aitken,ART Grand Prix,Baku,Sprint Race,,Round 2 ,2018-04-29
21,43:00.043,87.942,7.411,175.753,1:58.593,18.0,12,12,N. Fukuzumi,BWT Arden,Baku,Sprint Race,,Round 2 ,2018-04-29
21,43:05.205,93.104,5.162,175.402,1:57.254,20.0,13,5,A. Albon,DAMS,Baku,Sprint Race,,Round 2 ,2018-04-29
20,41:50.673,1 LAP,1 LAP,172.002,1:58.402,19.0,14,14,L. Ghiotto,Campos Vexatec Racing,Baku,Sprint Race,,Round 2 ,2018-04-29
18,37:51.440,DNF,-,171.089,1:57.350,14.0,15,11,M. Günther,BWT Arden,Baku,Sprint Race,,Round 2 ,2018-04-29
21,41:34.705,2.604,2.604,181.765,1:57.663,15.0,,18,S. Sette Câmara,Carlin,Baku,Sprint Race,,Round 2 ,2018-04-29
29,1:03:41.627,-,-,163.893,1:57.582,23.0,1,5,A. Albon,DAMS,Baku,Feature Race,,Round 2 ,2018-04-29
29,1:03:43.619,1.992,1.992,163.807,1:57.520,27.0,2,7,J. Aitken,ART Grand Prix,Baku,Feature Race,,Round 2 ,2018-04-29
29,1:03:44.585,2.958,0.966,163.766,1:57.409,23.0,3,21,A. Fuoco,Charouz Racing System,Baku,Feature Race,,Round 2 ,2018-04-29
29,1:03:47.473,5.846,2.888,163.642,1:58.052,22.0,4,18,S. Sette Câmara,Carlin,Baku,Feature Race,,Round 2 ,2018-04-29
29,1:03:48.726,7.099,1.253,163.589,1:57.826,26.0,5,6,N. Latifi,DAMS,Baku,Feature Race,,Round 2 ,2018-04-29
29,1:03:49.239,7.612,0.513,163.567,1:57.965,26.0,6,19,L. Norris,Carlin,Baku,Feature Race,,Round 2 ,2018-04-29
29,1:03:54.325,12.698,5.086,163.35,1:58.401,23.0,7,10,R. Boschung,MP Motorsport,Baku,Feature Race,,Round 2 ,2018-04-29
29,1:03:55.951,14.324,1.626,163.281,1:58.684,23.0,8,9,R. Merhi,MP Motorsport,Baku,Feature Race,,Round 2 ,2018-04-29
29,1:03:57.246,15.619,1.295,163.226,1:58.820,28.0,9,2,T. Makino,RUSSIAN TIME,Baku,Feature Race,,Round 2 ,2018-04-29
29,1:04:02.453,20.826,5.207,163.004,1:58.802,29.0,10,3,S. Gelael,PERTAMINA PREMA Theodore Racing,Baku,Feature Race,,Round 2 ,2018-04-29
29,1:04:27.347,45.720,24.894,161.955,1:59.423,22.0,11,17,S. Ferrucci,Trident,Baku,Feature Race,,Round 2 ,2018-04-29
29,1:04:40.636,59.009,13.289,161.401,1:56.385,28.0,12,8,G. Russell,ART Grand Prix,Baku,Feature Race,,Round 2 ,2018-04-29
29,1:05:37.144,115.517,56.508,159.084,1:59.015,11.0,13,12,N. Fukuzumi,BWT Arden,Baku,Feature Race,,Round 2 ,2018-04-29
9,1:54.480,-,-,188.773,,,1,5,A. Albon,DAMS,Baku,Qualifying Session,15:32:25,Round 2 ,2018-04-29
8,1:54.694,0.214,0.214,188.421,,,2,19,L. Norris,Carlin,Baku,Qualifying Session,15:31:56,Round 2 ,2018-04-29
10,1:54.842,0.362,0.148,188.178,,,3,8,G. Russell,ART Grand Prix,Baku,Qualifying Session,15:31:54,Round 2 ,2018-04-29
10,1:54.980,0.500,0.138,187.952,,,4,14,L. Ghiotto,Campos Vexatec Racing,Baku,Qualifying Session,15:16:28,Round 2 ,2018-04-29
9,1:55.212,0.732,0.012,187.574,,,5,18,S. Sette Câmara,Carlin,Baku,Qualifying Session,15:32:59,Round 2 ,2018-04-29
