LAPS,TIME,GAP,INT.,KPH,BEST,LAP,POS,CAR,PILOT NAME,TEAM,CIRCUIT,TYPE,LAP SET ON,ROUND,DATE
35,1:01:56.611,-,-,166.213,1:29.956,19.0,1,10,T. Pourchaire,ART Grand Prix,Imola,Feature Race,,Round 3 ,2022-04-24
35,1:01:56.999,0.388,0.388,166.195,1:30.151,17.0,2,22,E. Fittipaldi,Charouz Racing System,Imola,Feature Race,,Round 3 ,2022-04-24
35,1:01:57.340,0.729,0.341,166.18,1:30.159,17.0,3,15,R. Boschung,Campos Racing,Imola,Feature Race,,Round 3 ,2022-04-24
35,1:01:58.108,1.497,0.768,166.146,1:30.164,15.0,4,12,C. Novalak,MP Motorsport,Imola,Feature Race,,Round 3 ,2022-04-24
35,1:01:58.417,1.806,0.309,166.132,1:30.118,17.0,5,17,A. Iwasa,DAMS,Imola,Feature Race,,Round 3 ,2022-04-24
35,1:01:58.733,2.122,0.316,166.118,1:29.968,14.0,6,9,F. Vesti,ART Grand Prix,Imola,Feature Race,,Round 3 ,2022-04-24
35,1:01:59.203,2.592,0.470,166.097,1:30.107,16.0,7,6,L. Sargeant,Carlin,Imola,Feature Race,,Round 3 ,2022-04-24
35,1:01:59.840,3.229,0.637,166.068,1:30.485,15.0,8,23,D. Beckmann,Charouz Racing System,Imola,Feature Race,,Round 3 ,2022-04-24
35,1:02:00.802,4.191,0.962,166.025,1:28.353,31.0,9,2,J. Daruvala,PREMA Racing,Imola,Feature Race,,Round 3 ,2022-04-24
35,1:02:01.007,4.396,0.205,166.016,1:29.668,30.0,10,11,F. Drugovich,MP Motorsport,Imola,Feature Race,,Round 3 ,2022-04-24
35,1:02:01.504,4.893,0.497,165.994,1:29.465,15.0,11,4,M. Sato,Virtuosi Racing,Imola,Feature Race,,Round 3 ,2022-04-24
35,1:02:01.655,5.044,0.151,165.987,1:28.938,30.0,12,24,J. Hughes,Van Amersfoort Racing,Imola,Feature Race,,Round 3 ,2022-04-24
35,1:02:03.356,6.745,0.458,165.911,1:30.050,16.0,13,14,O. Caldwell,Campos Racing,Imola,Feature Race,,Round 3 ,2022-04-24
35,1:02:03.882,7.271,0.526,165.888,1:28.654,29.0,14,20,R. Verschoor,Trident,Imola,Feature Race,,Round 3 ,2022-04-24
35,1:02:04.374,7.763,0.492,165.866,1:29.135,30.0,15,21,C. Williams,Trident,Imola,Feature Race,,Round 3 ,2022-04-24
35,1:02:0.898,6.287,1.243,165.932,1:28.972,31.0,16,7,M. Armstrong,Hitech Grand Prix,Imola,Feature Race,,Round 3 ,2022-04-24
35,1:03:18.014,81.403,73.640,162.65,1:30.517,16.0,17,25,A. Cordeel,Van Amersfoort Racing,Imola,Feature Race,,Round 3 ,2022-04-24
25,40:50.545,-,-,179.97,1:29.286,12.0,1,7,M. Armstrong,Hitech Grand Prix,Imola,Sprint Race,,Round 3 ,2022-04-24
25,40:51.976,1.431,1.431,179.865,1:29.196,9.0,2,2,J. Daruvala,PREMA Racing,Imola,Sprint Race,,Round 3 ,2022-04-24
25,40:52.788,2.243,0.812,179.805,1:29.106,12.0,3,1,D. Hauger,PREMA Racing,Imola,Sprint Race,,Round 3 ,2022-04-24
25,40:53.348,2.803,0.560,179.764,1:29.263,20.0,4,16,R. Nissany,DAMS,Imola,Sprint Race,,Round 3 ,2022-04-24
25,40:57.590,7.045,4.242,179.454,1:29.344,17.0,5,11,F. Drugovich,MP Motorsport,Imola,Sprint Race,,Round 3 ,2022-04-24
25,41:00.366,9.821,2.776,179.251,1:29.423,17.0,6,6,L. Sargeant,Carlin,Imola,Sprint Race,,Round 3 ,2022-04-24
25,41:02.917,12.372,2.551,179.066,1:29.447,17.0,7,10,T. Pourchaire,ART Grand Prix,Imola,Sprint Race,,Round 3 ,2022-04-24
25,41:03.371,12.826,0.454,179.033,1:29.505,17.0,8,5,L. Lawson,Carlin,Imola,Sprint Race,,Round 3 ,2022-04-24
25,41:03.981,13.436,0.610,178.988,1:29.456,14.0,9,17,A. Iwasa,DAMS,Imola,Sprint Race,,Round 3 ,2022-04-24
25,41:08.259,17.714,4.278,178.678,1:29.609,14.0,10,9,F. Vesti,ART Grand Prix,Imola,Sprint Race,,Round 3 ,2022-04-24
25,41:10.724,20.179,2.465,178.5,1:29.403,12.0,11,3,J. Doohan,Virtuosi Racing,Imola,Sprint Race,,Round 3 ,2022-04-24
25,41:11.604,21.059,0.880,178.436,1:29.597,14.0,12,22,E. Fittipaldi,Charouz Racing System,Imola,Sprint Race,,Round 3 ,2022-04-24
25,41:12.038,21.493,0.434,178.405,1:29.309,14.0,13,20,R. Verschoor,Trident,Imola,Sprint Race,,Round 3 ,2022-04-24
25,41:13.487,22.942,1.449,178.3,1:29.511,15.0,14,21,C. Williams,Trident,Imola,Sprint Race,,Round 3 ,2022-04-24
25,41:13.820,23.275,0.333,178.276,1:28.841,12.0,15,8,J. Vips,Hitech Grand Prix,Imola,Sprint Race,,Round 3 ,2022-04-24
25,41:14.761,24.216,0.941,178.209,1:29.893,12.0,16,4,M. Sato,Virtuosi Racing,Imola,Sprint Race,,Round 3 ,2022-04-24
25,41:15.182,24.637,0.421,178.178,1:29.663,15.0,17,14,O. Caldwell,Campos Racing,Imola,Sprint Race,,Round 3 ,2022-04-24
25,41:16.401,25.856,1.219,178.091,1:29.643,15.0,18,24,J. Hughes,Van Amersfoort Racing,Imola,Sprint Race,,Round 3 ,2022-04-24
25,41:16.844,26.299,0.443,178.059,1:29.670,17.0,19,12,C. Novalak,MP Motorsport,Imola,Sprint Race,,Round 3 ,2022-04-24
14,1:40.221,-,-,176.334,,,1,8,J. Vips,Hitech Grand Prix,Imola,Qualifying Session,19:39:35,Round 3 ,2022-04-24
13,1:40.378,0.157,0.157,176.058,,,2,17,A. Iwasa,DAMS,Imola,Qualifying Session,19:42:46,Round 3 ,2022-04-24
15,1:40.431,0.210,0.053,175.965,,,3,3,J. Doohan,Virtuosi Racing,Imola,Qualifying Session,19:42:16,Round 3 ,2022-04-24
