LAPS,TIME,GAP,INT.,KPH,BEST,LAP,POS,CAR,PILOT NAME,TEAM,CIRCUIT,TYPE,LAP SET ON,ROUND,DATE
42,1:01:02.089,-,-,137.777,1:22.045,37.0,1,10,T. Pourchaire,ART Grand Prix,Monte Carlo,Feature Race,,Round 2 ,2021-05-22
42,1:01:04.983,2.894,2.894,137.668,1:22.663,37.0,2,2,O. Piastri,PREMA Racing,Monte Carlo,Feature Race,,Round 2 ,2021-05-22
42,1:01:16.350,14.261,11.367,137.243,1:22.778,18.0,3,4,F. Drugovich,UNI-Virtuosi,Monte Carlo,Feature Race,,Round 2 ,2021-05-22
42,1:01:19.999,17.910,3.649,137.107,1:22.733,36.0,4,1,R. Shwartzman,PREMA Racing,Monte Carlo,Feature Race,,Round 2 ,2021-05-22
42,1:01:26.219,24.130,6.220,136.875,1:21.912,42.0,5,3,G. Zhou,UNI-Virtuosi,Monte Carlo,Feature Race,,Round 2 ,2021-05-22
42,1:01:32.782,30.693,6.563,136.632,1:22.753,23.0,6,21,R. Boschung,Campos Racing,Monte Carlo,Feature Race,,Round 2 ,2021-05-22
42,1:01:33.377,31.288,0.595,136.61,1:22.979,37.0,7,7,L. Lawson,Hitech Grand Prix,Monte Carlo,Feature Race,,Round 2 ,2021-05-22
42,1:01:39.140,37.051,5.763,136.397,1:22.164,37.0,8,8,J. Vips,Hitech Grand Prix,Monte Carlo,Feature Race,,Round 2 ,2021-05-22
42,1:01:48.652,46.563,9.512,136.047,1:23.549,29.0,9,16,R. Nissany,DAMS,Monte Carlo,Feature Race,,Round 2 ,2021-05-22
42,1:01:51.602,49.513,2.950,135.939,1:23.383,36.0,10,11,R. Verschoor,MP Motorsport,Monte Carlo,Feature Race,,Round 2 ,2021-05-22
42,1:01:53.469,51.380,1.867,135.871,1:22.852,36.0,11,24,B. Viscaal,Trident,Monte Carlo,Feature Race,,Round 2 ,2021-05-22
42,1:01:55.055,52.966,1.586,135.813,1:22.783,27.0,12,9,C. Lundgaard,ART Grand Prix,Monte Carlo,Feature Race,,Round 2 ,2021-05-22
42,1:01:57.923,55.834,2.868,135.708,1:23.313,35.0,13,14,D. Beckmann,Charouz Racing System,Monte Carlo,Feature Race,,Round 2 ,2021-05-22
42,1:02:13.326,71.237,15.403,135.148,1:21.949,40.0,14,25,M. Sato,Trident,Monte Carlo,Feature Race,,Round 2 ,2021-05-22
41,1:01:15.182,1 LAP,1 LAP,134.018,1:24.235,17.0,15,15,G. Samaia,Charouz Racing System,Monte Carlo,Feature Race,,Round 2 ,2021-05-22
41,1:01:41.791,1 LAP,26.609,133.054,1:22.033,35.0,16,20,G. Petecof,Campos Racing,Monte Carlo,Feature Race,,Round 2 ,2021-05-22
